Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Area_under_ROC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_area_under_ROC,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Summary,measureTreeSize,measureNumLeaves,measureNumRules
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,1,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803171117E7,5965.0,663.0,611.0,45.0,7.0,92.15686274509804,6.787330316742081,1.0558069381598794,0.8567344977699696,0.059317967901729864,0.1823709115829057,24.0043677759364,51.86903341543173,763.4298692147236,18413.240884170584,-17649.81101495586,1.1514779324505635,28.06896476245516,-26.905199717920517,558.7674317356756,0.8517796215482859,48090.04279355785,0.9950248756218906,400.0,0.11023622047244094,28.0,0.889763779527559,226.0,0.004975124378109453,2.0,0.9345794392523364,0.9950248756218906,0.963855421686747,0.9494259262808841,0.9314024390243902,0.0808482183203606,0.9191517816796395,0.06859756097560976,0.9105898662782841,0.9314024390243902,0.9169473666400672,0.9402138185384261,0.089,0.003,0.03125,0.0,183111.0,798763.0,93597.0,?,?,?,?
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,2,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803171117E7,5965.0,663.0,606.0,44.0,13.0,91.4027149321267,6.636500754147813,1.9607843137254901,0.858229153241397,0.05596531514291842,0.18243779859605241,22.924320424992374,52.281362710990365,751.3155631657992,20551.912528866913,-19800.596965701116,1.1332059776256398,31.618326967487558,-30.46245687030941,546.4549264705314,0.8406998868777407,47030.373114425965,0.9900249376558603,397.0,0.10040160642570281,25.0,0.8995983935742972,224.0,0.00997506234413965,4.0,0.9407582938388626,0.9900249376558603,0.9647630619684083,0.9572799064614441,0.9323076923076923,0.07683729337236311,0.9231627066276369,0.06769230769230769,0.9019139628144367,0.9323076923076923,0.916723058229741,0.9374838322154657,0.119,0.001,0.046875,0.0,189171.0,798763.0,93597.0,?,?,?,?
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,3,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803171117E7,5965.0,663.0,615.0,41.0,7.0,92.76018099547511,6.184012066365008,1.0558069381598794,0.8699363125087649,0.05605664319020834,0.17760241001468072,22.707330395626958,50.56341678865595,759.552880104829,19476.125554831153,-18716.572674726325,1.145630286734282,29.689215784803586,-28.531360784643788,558.2613924002858,0.8510082201223869,48046.49076831091,0.9900497512437811,398.0,0.09055118110236221,23.0,0.9094488188976378,231.0,0.009950248756218905,4.0,0.9453681710213777,0.9900497512437811,0.9671931956257596,0.9623066454543712,0.9375,0.0697055831274998,0.9302944168725001,0.0625,0.9072916217925199,0.9375,0.9220736801363603,0.9472631835125516,0.123,0.001,0.03125,0.0,194263.0,798763.0,93597.0,?,?,?,?
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,4,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803171117E7,5965.0,663.0,603.0,52.0,8.0,90.9502262443439,7.8431372549019605,1.2066365007541477,0.8344584906852524,0.060571055286423404,0.1913682436663687,24.585685013624968,54.551223760126994,756.8865956762737,22710.91881967753,-21954.032224001254,1.141608741593173,34.67315850332447,-33.517606448856874,542.6633778200701,0.8284937065955268,46704.055354122436,0.9925373134328358,399.0,0.12648221343873517,32.0,0.8735177865612648,221.0,0.007462686567164179,3.0,0.925754060324826,0.9925373134328358,0.957983193277311,0.9644486400490694,0.9206106870229007,0.0878902358918148,0.9121097641081851,0.07938931297709924,0.9012516014003765,0.9206106870229007,0.9098547805822468,0.9465824513657496,0.123,0.001,0.03125,0.0,193439.0,798763.0,93597.0,?,?,?,?
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,5,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803171117E7,5965.0,663.0,610.0,45.0,8.0,92.00603318250377,6.787330316742081,1.2066365007541477,0.855516122390957,0.0547434731490497,0.18096100017981903,22.252986341077204,51.665155746207965,756.4461601743554,24816.350334811454,-24059.904174637097,1.1409444346521198,37.88755776307092,-36.73267812921694,549.5740118784843,0.8390442929442508,47293.356197255096,0.9925742574257426,401.0,0.11553784860557768,29.0,0.8844621513944223,222.0,0.007425742574257425,3.0,0.9325581395348838,0.9925742574257426,0.9616306954436451,0.9528226735257985,0.9312977099236641,0.08359003601141883,0.9164099639885811,0.06870229007633588,0.9014025449519415,0.9312977099236641,0.9157338079791462,0.9368338285151097,0.091,0.001,0.015625,0.0,186919.0,798763.0,93597.0,?,?,?,?
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,6,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803171117E7,5965.0,663.0,616.0,41.0,6.0,92.91101055806938,6.184012066365008,0.9049773755656109,0.8692803796823362,0.055252978583043684,0.17432581502813163,22.348841942677463,49.59963545270293,763.3352889605145,15188.567271084297,-14425.231982123783,1.1513352774668393,23.118062817479906,-21.956213062593278,567.6535676940623,0.8640084744201861,48849.18462908302,0.995049504950495,402.0,0.10276679841897234,26.0,0.8972332015810277,227.0,0.0049504950495049506,2.0,0.9392523364485982,0.995049504950495,0.966346153846154,0.966422566031941,0.9375951293759512,0.07549073341553253,0.9245092665844675,0.0624048706240487,0.9047069128490525,0.9375951293759512,0.920654607443935,0.9544038958691199,0.057,0.001,0.0625,0.0,187991.0,798763.0,93597.0,?,?,?,?
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,7,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803171117E7,5965.0,663.0,608.0,45.0,10.0,91.70437405731523,6.787330316742081,1.5082956259426847,0.8556728880157171,0.05759301112664054,0.18636909979290509,23.42455680737252,53.157770620230245,759.7126255601917,21624.742887664604,-20865.030262104414,1.1458712301058698,33.11599217100246,-31.9525731425795,550.3097018897246,0.8427407379628248,47356.66568605975,0.9900249376558603,397.0,0.11507936507936507,29.0,0.8849206349206349,223.0,0.00997506234413965,4.0,0.931924882629108,0.9900249376558603,0.9600967351874244,0.945283707002457,0.9310872894333844,0.08390250356935322,0.9160974964306468,0.06891271056661562,0.8982556030188004,0.9310872894333844,0.914125925584454,0.9360073923027351,0.04,0.001,0.03125,0.0,181727.0,798763.0,93597.0,?,?,?,?
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,8,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803171117E7,5965.0,663.0,609.0,43.0,11.0,91.8552036199095,6.4856711915535445,1.6591251885369533,0.8621523817016089,0.056356078948367354,0.18125342321935745,22.99122988281789,51.816334647172475,753.1693520217418,18411.900574592226,-17658.731222570485,1.1360020392484793,28.239111310724272,-27.083943592899516,558.7871967684187,0.8570355778656727,48086.19287674346,0.9875311720698254,396.0,0.099601593625498,25.0,0.900398406374502,226.0,0.012468827930174564,5.0,0.9406175771971497,0.9875311720698254,0.9635036496350364,0.9444535089066339,0.9340490797546013,0.07620386486946093,0.9237961351305392,0.06595092024539877,0.9023673199569037,0.9340490797546013,0.9178510376489691,0.9373264479185928,0.029,0.001,0.03125,0.0,186607.0,798763.0,93597.0,?,?,?,?
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,9,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803171117E7,5966.0,662.0,613.0,42.0,7.0,92.59818731117825,6.3444108761329305,1.0574018126888218,0.8654761147976273,0.054882710541606726,0.1732901577966692,22.219028470328148,49.31919108501654,758.8538970370687,15185.699930271396,-14426.846033234327,1.1463049804185328,23.18427470270442,-22.025719134708897,565.1883634319396,0.8628829976060146,48607.49994524874,1.0,401.0,0.1220472440944882,31.0,0.8779527559055118,223.0,0.0,0.0,0.9282407407407407,1.0,0.9627851140456182,0.9554608084019849,0.9358778625954198,0.08312826862844232,0.9168717313715578,0.06412213740458016,0.9171401518785892,0.9358778625954198,0.9220617573150285,0.9489734085466885,0.029,0.001,0.03125,0.0,191795.0,798896.0,93464.0,?,?,?,?
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,10,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803171117E7,5966.0,662.0,612.0,45.0,5.0,92.44712990936556,6.7975830815709966,0.7552870090634441,0.8553090069103223,0.05942741990581624,0.18362077875566993,24.10894485092884,52.44864901314299,748.9602597589203,24839.06734175087,-24090.107081991948,1.1313599090013902,37.806799606926745,-36.666829652955784,542.5134183906763,0.8257434069873307,46657.40248896158,0.9926108374384236,403.0,0.11952191235059761,30.0,0.8804780876494024,221.0,0.007389162561576354,3.0,0.930715935334873,0.9926108374384236,0.9606674612634089,0.9590162354868237,0.9315068493150684,0.08542870974121618,0.9145712902587839,0.0684931506849315,0.90467036163393,0.9315068493150684,0.9173726159150745,0.9407369951451647,0.027,0.0,0.03125,0.0,188223.0,798896.0,93464.0,?,?,?,?
