"";"V1";"V2";"V3"
"1";5,67361857974902e-05;0,612754762172699;0,401409029960632
"2";0,000184990247362293;0,127523764967918;0,885173678398132
"3";7,51136030885391e-05;0,562936067581177;0,546119511127472
"4";0,000641111866571009;0,0367913469672203;0,970908403396606
"5";0,000147535552969202;0,680159211158752;0,288358002901077
"6";6,19475322309881e-05;0,178353801369667;0,868633568286896
"7";2,01373168238206e-05;0,0208226013928652;0,983366072177887
"8";2,38153165810218e-06;0,00593908177688718;0,985402047634125
"9";0,000186697710887529;0,073438473045826;0,956973195075989
"10";0,000571507553104311;0,0796460211277008;0,942255198955536
"11";4,52672156825429e-06;0,397006243467331;0,518333971500397
"12";0,000548826938029379;0,276715338230133;0,733396470546722
"13";0,00221157260239124;0,00751023320481181;0,992871046066284
"14";7,8571931226179e-05;0,242818504571915;0,86085718870163
"15";6,46273474558257e-05;0,087151937186718;0,950116038322449
"16";5,10892350575887e-05;0,337385594844818;0,650829553604126
"17";0,00279617146588862;0,0220920760184526;0,954413533210754
"18";2,86741378658917e-05;0,319586277008057;0,68179589509964
"19";0,00145830004476011;0,184207141399384;0,754213511943817
"20";0,00236682477407157;0,00334688951261342;0,996702969074249
"21";2,45442661253037e-05;0,494695365428925;0,559696137905121
"22";0,00194736290723085;0,168948262929916;0,781409204006195
"23";2,88475825982459e-06;0,174499899148941;0,788126587867737
"24";0,00221764482557774;0,0135424798354506;0,986761271953583
"25";0,015136094763875;0,0321742109954357;0,932596683502197
"26";0,0260284263640642;0,0429815649986267;0,912015318870544
"27";3,76900898118038e-05;0,146823972463608;0,87311589717865
"28";0,000305146910250187;0,207402125000954;0,802984058856964
"29";3,25573273585178e-05;0,569222271442413;0,354079365730286
"30";0,822507858276367;0,0110280830413103;0,189091011881828
"31";1,35127802423085e-05;0,0216870009899139;0,983968317508698
"32";1,46904121720581e-05;0,418572604656219;0,535647928714752
"33";0,000240549255977385;0,0900748074054718;0,931084752082825
"34";0,000170087485457771;0,214116051793098;0,845908939838409
"35";0,0402105003595352;0,00481431651860476;0,912238359451294
"36";3,83391088689677e-05;0,658219993114471;0,368929803371429
"37";0,000273234967608005;0,540950417518616;0,525029122829437
"38";0,000314401579089463;0,284965097904205;0,780026614665985
"39";0,000507938384544104;0,0349603705108166;0,978495121002197
"40";0,00799310393631458;0,0142989531159401;0,976370334625244
"41";6,15119934082031e-05;0,44532099366188;0,653518557548523
"42";2,63934452959802e-05;0,435595959424973;0,591356992721558
"43";0,000580131018068641;0,16540901362896;0,898688912391663
"44";0,0253025069832802;0,00872732885181904;0,973558008670807
"45";0,000750936742406338;0,100347124040127;0,923426151275635
"46";0,965518474578857;0,00683641480281949;0,0913714319467545
"47";6,61094020415476e-07;0,00443212455138564;0,993626952171326
"48";1,00213674159022e-05;0,00285405688919127;0,997498989105225
"49";0,000290317315375432;0,11519331485033;0,92785507440567
"50";2,11618116736645e-05;0,427026450634003;0,587871789932251
"51";0,00155247584916651;0,200235188007355;0,865694344043732
"52";0,0017774662701413;0,0977989509701729;0,876998364925385
"53";0,000127130362670869;0,389317333698273;0,671584963798523
"54";0,00634136470034719;0,0116198500618339;0,950100600719452
"55";8,63866880536079e-05;0,361028492450714;0,660818755626678
"56";4,71998500870541e-05;0,726001381874084;0,249589562416077
"57";0,777583479881287;0,0197514779865742;0,252483785152435
"58";3,63734288839623e-05;0,0846787840127945;0,92561811208725
"59";0,0753366723656654;0,00442365137860179;0,899117588996887
"60";4,23462333856151e-05;0,329301238059998;0,726165950298309
"61";9,51133770286106e-05;0,0229230988770723;0,985218524932861
"62";0,000384568178560585;0,224565848708153;0,815244972705841
"63";0,000218566361581907;0,0134283183142543;0,990936696529388
"64";0,00249687512405217;0,118918240070343;0,830240786075592
"65";1,24581220006803e-05;0,210395187139511;0,782429456710815
"66";0,00035648507764563;0,0364887230098248;0,975292265415192
"67";0,00604624766856432;0,147196993231773;0,776866018772125
"68";3,54914918716531e-05;0,703892350196838;0,301112681627274
"69";0,0113681647926569;0,0131740123033524;0,965781092643738
"70";0,0300588868558407;0,0168254505842924;0,935843527317047
"71";3,88509943149984e-05;0,518738269805908;0,50673907995224
"72";0,000142148172017187;0,556720077991486;0,514460444450378
"73";0,975874066352844;0,013327413238585;0,0359466001391411
"74";0,000471455045044422;0,0542793460190296;0,953234732151031
"75";5,33486672793515e-05;0,550770223140717;0,419585406780243
"76";0,000345417531207204;0,312424331903458;0,678312957286835
"77";0,00274426653049886;0,10972137004137;0,937561392784119
"78";0,00147980696056038;0,158343508839607;0,82070130109787
"79";3,70427515008487e-05;0,630272328853607;0,315854698419571
"80";0,000158089969772846;0,0399563647806644;0,970098614692688
"81";0,00020519585814327;0,0739894956350327;0,940849125385284
"82";0,0244478359818459;0,0209727417677641;0,815087497234344
"83";0,217007592320442;0,0192891005426645;0,654860436916351
"84";0,000106183280877303;0,486381083726883;0,795948922634125
"85";0,000212599246879108;0,47238090634346;0,585461854934692
"86";0,00281620258465409;0,0365719050168991;0,961801588535309
"87";1,65484816534445e-05;0,313712120056152;0,679471611976624
"88";0,000565055466722697;0,3814537525177;0,593473136425018
"89";6,33740346529521e-05;0,0296723060309887;0,983316779136658
"90";0,901722848415375;0,00231226347386837;0,102850198745728
"91";5,36499865120277e-05;0,685125172138214;0,326902955770493
"92";0,000644983432721347;0,4306820333004;0,656536042690277
"93";3,04111217701575e-05;0,496014893054962;0,49205207824707
"94";0,00359835987910628;0,0922051444649696;0,866229236125946
"95";8,07439573691227e-05;0,436044573783875;0,536645174026489
"96";0,892119526863098;0,00213036616332829;0,11074735224247
"97";0,983593702316284;0,00187662628013641;0,015528223477304
"98";0,000139194395160303;0,53181403875351;0,493212103843689
"99";0,00137251312844455;0,167655661702156;0,808309257030487
"100";0,000863607740029693;0,120912566781044;0,944832026958466
"101";0,0258599370718002;0,025374474003911;0,883365750312805
"102";0,000536118051968515;0,0149644752964377;0,989279270172119
"103";0,000215089065022767;0,357066690921783;0,750308632850647
"104";0,00074193044565618;0,0701613947749138;0,943832397460938
"105";0,00902726780623198;0,00702837901189923;0,989445507526398
"106";8,60128202475607e-05;0,706349074840546;0,261871576309204
"107";0,0314299203455448;0,019629018381238;0,928807854652405
"108";3,35009426635224e-05;0,169471025466919;0,879917085170746
"109";2,60299784713425e-05;0,531230330467224;0,48773792386055
"110";7,04053964000195e-05;0,14232049882412;0,881991922855377
"111";0,0932651236653328;0,00679085217416286;0,806601524353027
"112";0,000761400850024074;0,0310526471585035;0,966394007205963
"113";0,0257544238120317;0,0137887839227915;0,95123553276062
"114";0,0219511445611715;0,00477191433310509;0,979535043239594
"115";0,000932461116462946;0,301059246063232;0,698520421981812
"116";0,0272571407258511;0,0124447271227837;0,878261744976044
"117";0,0291698537766933;0,029882749542594;0,933825135231018
"118";0,000515282212290913;0,0441404320299625;0,97212940454483
"119";7,96977910795249e-05;0,0264692828059196;0,981754124164581
"120";0,970589816570282;0,00182459270581603;0,0413794182240963
"121";0,000131483655422926;0,39504599571228;0,720068335533142
"122";7,3987313953694e-05;0,249768659472466;0,776949942111969
"123";0,000444912177044898;0,15388822555542;0,788603782653809
"124";0,0456011854112148;0,0238426215946674;0,88238799571991
"125";4,34885077993385e-05;0,26361283659935;0,822682559490204
"126";9,04936096048914e-05;0,475156098604202;0,495780229568481
"127";0,911732316017151;0,00572179537266493;0,0995000377297401
"128";0,000117860399768688;0,0974822342395782;0,908788800239563
"129";0,746001243591309;0,00407193275168538;0,182152479887009
"130";0,00177991774398834;0,0468453429639339;0,954832553863525
"131";3,85821040254086e-05;0,583098590373993;0,406988620758057
"132";5,503870852408e-05;0,180595427751541;0,887409210205078
"133";8,28936681500636e-05;0,025267256423831;0,980966091156006
"134";0,000108670894405805;0,440944015979767;0,621053755283356
"135";0,000312426913296804;0,0332492887973785;0,980901300907135
"136";0,00756080402061343;0,101538747549057;0,825643241405487
"137";2,79888195109379e-06;0,189043596386909;0,773936092853546
"138";0,000132313405629247;0,0568504631519318;0,963914453983307
"139";2,45810188062023e-05;0,0635027661919594;0,948698937892914
"140";1,92570996659924e-06;0,0515349991619587;0,938401460647583
"141";0,00201209401711822;0,144488662481308;0,804782211780548
"142";0,000126039434690028;0,466664165258408;0,505549371242523
"143";2,53472189797321e-05;0,481213718652725;0,55120325088501
"144";0,000481159018818289;0,015956362709403;0,992803275585175
"145";0,870343387126923;0,00227033533155918;0,134621664881706
"146";0,0208702217787504;0,0326241292059422;0,944429576396942
"147";0,000527259311638772;0,0754774585366249;0,955918431282043
"148";8,65002657519653e-05;0,497759371995926;0,456151396036148
"149";8,13804581412114e-05;0,281439572572708;0,759475827217102
"150";0,000132351036882028;0,056142546236515;0,955919981002808
"151";0,000105647915916052;0,309965848922729;0,716847717761993
"152";4,0976949094329e-05;0,356982290744781;0,647924780845642
"153";3,26719600707293e-05;0,149876832962036;0,865969181060791
"154";2,79530140687712e-05;0,411837369203568;0,619931519031525
"155";9,5701267127879e-05;0,722371518611908;0,304845303297043
"156";0,000205725213163532;0,339139550924301;0,628515422344208
"157";0,000106286242953502;0,394535332918167;0,763133406639099
"158";1,07580444819178e-05;0,00908899959176779;0,993478238582611
"159";0,000681830628309399;0,0114551959559321;0,990260004997253
"160";8,32720688777044e-05;0,360073566436768;0,703698873519897
"161";4,35177425970323e-05;0,133852273225784;0,90465772151947
"162";3,83309707103763e-05;0,313080459833145;0,699658334255219
"163";1,37646220537135e-05;0,0963011533021927;0,912903904914856
"164";0,000337033299729228;0,118104800581932;0,901623547077179
"165";0,669763565063477;0,00198197178542614;0,18126517534256
"166";0,00853064469993114;0,0754131674766541;0,821364343166351
"167";0,00484637496992946;0,0302722211927176;0,955142140388489
"168";0,0013644426362589;0,294531792402267;0,69647216796875
"169";0,0791181027889252;0,0194962806999683;0,747862756252289
"170";0,00168090453371406;0,197558417916298;0,766678214073181
"171";0,00242664245888591;0,112559370696545;0,911608695983887
"172";0,000124459358630702;0,657982468605042;0,248638898134232
"173";2,12576906051254e-05;0,43333688378334;0,537318050861359
"174";9,68414678936824e-05;0,28034508228302;0,798970401287079
"175";0,00328998104669154;0,108626313507557;0,886247277259827
"176";0,00012960059393663;0,361039370298386;0,576086640357971
"177";2,76419677902595e-06;0,0583022907376289;0,935556709766388
"178";6,11691430094652e-05;0,546734929084778;0,441952764987946
"179";2,29264860536205e-05;0,202403604984283;0,792674243450165
"180";0,000364603765774518;0,128338247537613;0,867035984992981
"181";4,67800709884614e-05;0,460321962833405;0,513900995254517
"182";2,46363333644695e-06;0,122412599623203;0,839655458927155
"183";1,72242434928194e-05;0,186614006757736;0,831341564655304
"184";0,000134015921503305;0,124266758561134;0,881778657436371
"185";0,811724603176117;0,00243540643714368;0,159746527671814
"186";0,0352295748889446;0,0204778872430325;0,866077780723572
"187";8,34417951409705e-05;0,519421577453613;0,505533695220947
"188";0,000265892886091024;0,383558958768845;0,586088180541992
"189";0,00140362838283181;0,16715407371521;0,776228964328766
"190";7,51024708733894e-05;0,19613154232502;0,881085574626923
"191";0,394195705652237;0,0112330103293061;0,57318502664566
"192";2,69600332103437e-05;0,0497638843953609;0,959714233875275
"193";0,000925495754927397;0,065080538392067;0,93851363658905
"194";7,03993355273269e-05;0,330160111188889;0,655010581016541
"195";1,19747674034443e-05;0,395446479320526;0,583482980728149
"196";0,208681643009186;0,0173266679048538;0,705417454242706
"197";0,00462769856676459;0,0719595476984978;0,933843910694122
"198";0,0809792801737785;0,0167368091642857;0,897821962833405
"199";9,18545556487516e-05;0,495040714740753;0,530844569206238
"200";8,45853537612129e-06;0,539814352989197;0,402567803859711
"201";9,92500463325996e-06;0,151161760091782;0,870578289031982
"202";0,960245192050934;0,007487952709198;0,0417616553604603
"203";0,000212259168620221;0,267671316862106;0,718838930130005
"204";1,15938282760908e-05;0,330043852329254;0,655755221843719
"205";0,000310508970869705;0,153520867228508;0,894175946712494
"206";5,089196292829e-06;0,0913113579154015;0,901724457740784
"207";4,53346874564886e-05;0,0980971679091454;0,942366600036621
"208";0,0741007104516029;0,0363380797207355;0,838665664196014
