"";"RMSETrain";"RMSEValid"
"1";0,905928097079902;0,888182790132691
"2";0,872550349042476;0,856360645378507
"3";0,842377830136636;0,82806332169459
"4";0,815895316124374;0,803549468262362
"5";0,793171133895849;0,782705724037644
"6";0,773966728816862;0,765187126956176
"7";0,75787926372265;0,750548945260835
"8";0,744451281174704;0,738336506698841
"9";0,733245037340466;0,728133135198753
"10";0,723869512953455;0,71958014057172
"11";0,715995508404184;0,712378992892303
"12";0,709350684071608;0,706285120952793
"13";0,703713936981663;0,701100747057393
"14";0,698906840588553;0,696666941174726
"15";0,694785477142645;0,692854652228944
"16";0,691233299033011;0,689560337478304
"17";0,68815674869173;0,686699297592038
"18";0,685478968943233;0,684203441499768
"19";0,683137829881659;0,682016471777244
"20";0,681082389132834;0,680091615589706
"21";0,67927015006296;0,67839113134109
"22";0,677666157145913;0,676883108939903
"23";0,676240949786066;0,675541217733196
"24";0,674970736919316;0,674342757114024
"25";0,673834532347046;0,673269053684998
"26";0,672815175636287;0,672304205470608
"27";0,671897496574998;0,67143468040818
"28";0,671069758501334;0,670648759247604
"29";0,670320222467488;0,669936634598532
"30";0,669640260559508;0,669289694546908
"31";0,669021806466748;0,668700060670812
"32";0,668457867707816;0,668162175467932
"33";0,667942106605157;0,667669852946061
"34";0,667470187075469;0,667218577069445
"35";0,667036650819354;0,666803811410237
"36";0,666638029220303;0,666421935784985
"37";0,666270719711187;0,66606969986785
"38";0,665931083033343;0,665744105912871
"39";0,665617482994944;0,665442602581124
"40";0,665326645823734;0,665162919044657
"41";0,665056249427512;0,664903210441952
"42";0,664805190342198;0,664661362958877
"43";0,664571449033195;0,664436098913032
"44";0,664353025683041;0,66422568101821
"45";0,664149238466692;0,664029137883341
"46";0,663958418113972;0,66384477475377
"47";0,663779830390345;0,663672289134847
"48";0,66361218637508;0,663510102627547
"49";0,66345443583348;0,663357693443371
"50";0,663306585824274;0,663214466667265
"51";0,66316688601027;0,663079248764452
"52";0,663035534125023;0,662951731650489
"53";0,662911018265583;0,662831341846574
"54";0,662793655344496;0,662717457045837
"55";0,662682630253939;0,662609406132763
"56";0,66257722349882;0,662507505156776
"57";0,662477413667927;0,66241062447129
"58";0,662382938230461;0,662318501192664
"59";0,662292980079231;0,662230968592488
"60";0,662207420541034;0,662147787441337
"61";0,662125996157288;0,662068597761096
"62";0,662048298607167;0,661992966992741
"63";0,661974256868982;0,661920992809258
"64";0,661903679258431;0,661852194088311
"65";0,661836253371238;0,661786547702092
"66";0,66177202840815;0,66172362042069
"67";0,661710474640807;0,661663654246385
"68";0,661651279214563;0,661606022741269
"69";0,661594804639853;0,661550847149296
"70";0,661540713833816;0,661498007441601
"71";0,661488741962034;0,661447166350536
"72";0,661438720608081;0,66139842086627
"73";0,661390698479713;0,661351578379996
"74";0,661344941489446;0,66130654275343
"75";0,661300629487864;0,661263193669491
"76";0,661257859315256;0,661221483182336
"77";0,661216896799233;0,66118138746184
"78";0,661177476731628;0,661142592960349
"79";0,661139188978222;0,661105172336002
"80";0,661102613170764;0,661069198255121
"81";0,661067097694606;0,661034405352256
"82";0,661032642720655;0,661001035282224
"83";0,660999610618004;0,66096853285647
"84";0,660967760119617;0,660937139694638
"85";0,660936922352167;0,660906735203456
"86";0,660907025006638;0,660877126308587
"87";0,660878044059344;0,660848844469678
"88";0,66085010039256;0,660821406789512
"89";0,66082283183792;0,660794644292697
"90";0,660796504176347;0,660768677837863
"91";0,660771020899392;0,660743797393636
"92";0,66074609223111;0,660719350840792
"93";0,660722249688793;0,660695773071309
"94";0,660699010232933;0,660672870907678
"95";0,660676567196672;0,660650596100893
"96";0,660654316674011;0,660628948714413
"97";0,660633055973962;0,660608049615879
"98";0,660612374454684;0,660587391475653
"99";0,660592078876413;0,660567505895357
"100";0,660572628362103;0,660548127147618
"101";0,660553467233355;0,660529351933328
"102";0,660534885481807;0,660510914491832
"103";0,660516593182001;0,660493080670822
"104";0,660499097826858;0,660475584692855
"105";0,660481843666393;0,660458595751403
"106";0,660465289881501;0,660442162220112
"107";0,660448759848715;0,660425945790605
"108";0,660432785257267;0,660410115657913
"109";0,660417366147463;0,660394889370748
"110";0,66040218836491;0,660379880258387
"111";0,660387469449623;0,660365136675796
"112";0,660372846885456;0,660350948687983
"113";0,660358828255479;0,660336736224211
"114";0,660345075206878;0,66032320026003
"115";0,660331684441462;0,660309809051
"116";0,660318317576282;0,660296755986601
"117";0,660305409713679;0,660284041086887
"118";0,660292646635145;0,660271543503888
"119";0,660280777717627;0,660259021510369
"120";0,660268497635429;0,66024715198839
"121";0,660256773328085;0,660235572350933
"122";0,66024507298702;0,660223992510382
"123";0,660233880111332;0,660212847628615
"124";0,660222711221182;0,660201702558711
"125";0,660211735547661;0,660190799065305
"126";0,660201315741627;0,66018023386776
"127";0,660190581477129;0,660169910273426
"128";0,660180427282507;0,660159683228056
"129";0,660170611412577;0,660149746159874
"130";0,660160650331328;0,660139760585452
"131";0,660150882523177;0,660130089182941
"132";0,66014171902721;0,660120611071008
"133";0,66013226526086;0,660111519692915
"134";0,660123101506457;0,660102186392599
"135";0,660114010162663;0,660093288201024
"136";0,660105184669263;0,66008448661092
"137";0,660096552497189;0,660075829987496
"138";0,660088113654026;0,660067294155472
"139";0,660079771425088;0,660058951663404
"140";0,660071622537347;0,660050729973858
"141";0,660063352643374;0,660042629091348
"142";0,660055348641474;0,66003460065596
"143";0,660047731449832;0,660026547940439
"144";0,660039872350446;0,660019002964675
"145";0,660032375891524;0,660011385353568
"146";0,660025000260134;0,66000381602116
"147";0,660017406901057;0,659996415887027
"148";0,66001027293316;0,659989112405319
"149";0,660003042154809;0,659981978131577
"150";0,659996174051178;0,659974988886924
"151";0,659989064037621;0,659967902829759
"152";0,659982413445405;0,659961034360439
"153";0,659975496758407;0,659954335115515
"154";0,659968846029471;0,659947659987953
"155";0,659962316157674;0,659941178277739
"156";0,659956100627094;0,659934623946333
"157";0,659949522258592;0,659928190480245
"158";0,65994352427722;0,659921829510383
"159";0,659937115083651;0,659915565225387
"160";0,659930899315716;0,659909397628012
"161";0,659924852792677;0,659903205785997
"162";0,659918951332769;0,659897207383642
"163";0,659913194939882;0,659891354051361
"164";0,65990734174941;0,659885403916572
"165";0,659901609442307;0,659879719794614
"166";0,659895973834462;0,659873769554918
"167";0,65989026561608;0,659868303027258
"168";0,659884678286708;0,659862594569506
"169";0,659879308600913;0,659857031194519
"170";0,65987384211914;0,659851419394838
"171";0,659868762604335;0,659846097816571
