"";"RMSETrain";"RMSEValid"
"1";0,86191684105526;0,844484674714024
"2";0,828994175589679;0,814240005952328
"3";0,801275208976744;0,788959816504226
"4";0,778235144502983;0,768047480502767
"5";0,759242232593673;0,750854898773172
"6";0,743653455134746;0,736756903831508
"7";0,730873898080564;0,725194675219032
"8";0,720384731460051;0,715691423543968
"9";0,711750111762464;0,707852450017666
"10";0,704613193654694;0,701357065186972
"11";0,698686038482141;0,69594809304456
"12";0,693738167881249;0,691419939237872
"13";0,689585358654332;0,687608433904038
"14";0,686081145874288;0,684383089929449
"15";0,683107946214891;0,681639302012989
"16";0,680572677485377;0,679293177116001
"17";0,67839969541995;0,6772769025528
"18";0,676528203798044;0,675536019752331
"19";0,67490858957322;0,674026156111226
"20";0,673500700704683;0,672710360032603
"21";0,672271869648941;0,671559469710092
"22";0,671194496749444;0,670548127592718
"23";0,670246189601739;0,669656516036729
"24";0,669408422135347;0,668867193079134
"25";0,668665712567346;0,66816597365351
"26";0,668005021541447;0,667540893459375
"27";0,667414659260375;0,666981780890464
"28";0,666886268210546;0,666480372215388
"29";0,666411038260817;0,666028961398978
"30";0,66598309169351;0,665621415597179
"31";0,665596117048721;0,66525268105121
"32";0,665245507254367;0,664917781385635
"33";0,664926927070209;0,664612973295255
"34";0,664636316044293;0,664335006694344
"35";0,66437104418303;0,664080694626758
"36";0,66412794545062;0,663847467607585
"37";0,66390492858113;0,663633183275937
"38";0,663699945639041;0,663435766925864
"39";0,663510439404654;0,663253597213976
"40";0,663335484731089;0,663085098026772
"41";0,663173769412116;0,662928738887077
"42";0,663023473576823;0,662783661439754
"43";0,662883762254654;0,662648572409349
"44";0,662753775153185;0,662522827439379
"45";0,662632409976742;0,662405299357323
"46";0,662519020993449;0,662295390047004
"47";0,662412889438915;0,662192356097591
"48";0,66231317533801;0,662095863222402
"49";0,662220002101566;0,662005070425131
"50";0,66213192615738;0,661919546011766
"51";0,662049166517221;0,661839050862223
"52";0,661971146500754;0,661763032074491
"53";0,661897216702777;0,66169122585341
"54";0,661827450844015;0,661623319957145
"55";0,661761440217195;0,66155907432222
"56";0,661699089460774;0,66149788679817
"57";0,661639796521877;0,661440096064918
"58";0,661583369218116;0,661384930763434
"59";0,661529760027741;0,661332681167376
"60";0,66147834227179;0,661282623871986
"61";0,661429768003337;0,66123502489629
"62";0,661383386261833;0,661189667511821
"63";0,661339221643064;0,661146238340213
"64";0,661296598782664;0,661104737761472
"65";0,661255976591722;0,661064972982928
"66";0,661217162327543;0,661027113338969
"67";0,661180156308528;0,660990700360264
"68";0,661144403581999;0,660955661840464
"69";0,66111000092268;0,660922311944361
"70";0,661077214125865;0,660890167910248
"71";0,661045584673387;0,660859109154039
"72";0,661015305901842;0,660829425665971
"73";0,660986233112668;0,660800610394441
"74";0,660957762755128;0,660773001625337
"75";0,660930764285774;0,660746357948619
"76";0,660904682427276;0,66072060700982
"77";0,660879299926736;0,660696135440936
"78";0,660855003299427;0,660672218619238
"79";0,660831575288001;0,660649122361591
"80";0,660808967677159;0,660626846754061
"81";0,660786842386061;0,660605512686086
"82";0,660765779193547;0,660584419549695
"83";0,660745198453252;0,660564364740441
"84";0,660725341779309;0,660544961737052
"85";0,660705943503345;0,660525751477326
"86";0,660687172773833;0,660507531419164
"87";0,660669077962179;0,660489818334392
"88";0,66065170744311;0,66047256393151
"89";0,660634553909325;0,660455840746746
"90";0,660617834825249;0,660439648820451
"91";0,660601936806595;0,660423819016216
"92";0,660586280025234;0,660408472202548
"93";0,660571202773931;0,660393632582154
"94";0,660556390972414;0,660379058493593
"95";0,660542182929013;0,660365015825398
"96";0,660527926251755;0,660351359587999
"97";0,66051420088869;0,660337896436802
"98";0,660501200193755;0,660324819756072
"99";0,66048829590521;0,66031210539675
"100";0,660475463862667;0,660299801724708
"101";0,660463211566784;0,660287836244185
"102";0,660451369881397;0,66027611228023
"103";0,6604396246531;0,660264533150676
"104";0,660428193397003;0,66025341312739
"105";0,660417269474793;0,660242462138817
"106";0,660406103686152;0,660231849418086
"107";0,660395880298529;0,66022147828017
"108";0,660385342551321;0,660211397087868
"109";0,660375215521132;0,660201291565552
"110";0,660365233356098;0,66019166941729
"111";0,660355565255805;0,660182168012677
"112";0,660346090380186;0,66017285988828
"113";0,660336808737558;0,660163793407175
"114";0,660327502793012;0,660154871868223
"115";0,660318728496603;0,660146143633492
"116";0,660310002427792;0,660137511997011
"117";0,660301397105728;0,660129291285907
"118";0,66029325095314;0,660120949577349
"119";0,660284911315966;0,660112897915199
"120";0,660277079212969;0,660105087950874
"121";0,660268860239554;0,66009739879356
"122";0,660261172989472;0,660089878807794
"123";0,660253679043176;0,660082262014622
"124";0,660246257535114;0,660075080386272
"125";0,660238860118331;0,660067995403624
"126";0,660231704368329;0,66006086198249
"127";0,660224790292968;0,660053897754605
"128";0,660217851969731;0,660047320360799
"129";0,660210695992031;0,660040380172004
"130";0,660203854224606;0,660033971918944
"131";0,660197616791813;0,660027394326571
"132";0,66019111335921;0,660021131043495
"133";0,660184634039228;0,66001491606679
"134";0,66017839642484;0,660008507566491
"135";0,660171989511497;0,660002606854587
"136";0,660166235325005;0,659996778640634
"137";0,660159925004007;0,659990829456298
"138";0,660154001467724;0,659985218794294
"139";0,660148368014519;0,659979438795195
"140";0,660142541087451;0,659973948958384
"141";0,66013707678546;0,659968338152871
"142";0,660131201401441;0,659962944962955
"143";0,660125954615133;0,659957551728966
"144";0,660120635250038;0,659952206821305
"145";0,660115001512085;0,659947103724275
"146";0,66010980295587;0,659941879659901
