@RELATION P1Mario-data-training-T3Original

@ATTRIBUTE MergedObs[7][9] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[8][9] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[8][10] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[9][10] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[9][11] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[10][9] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[10][10] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE distanceEnemy NUMERIC
@ATTRIBUTE distanceCoin NUMERIC
@ATTRIBUTE isOnGround {Ground, Air}
@ATTRIBUTE isEnemy {Enemy, NoEnemy}
@ATTRIBUTE isEnemyBelow {Enemy, NoEnemy}
@ATTRIBUTE isCoin {Coin, NoCoin}
@ATTRIBUTE action {move, jump, move_jump, still}
@ATTRIBUTE reward NUMERIC
@ATTRIBUTE futureReward NUMERIC

@data
0,0,0,-60,-60,1,-60,1414,1414,Air,NoEnemy,Enemy,NoCoin,still,1121,1131
0,0,0,0,0,-24,1,1414,1414,Ground,Enemy,NoEnemy,NoCoin,jump,1131,1147
0,0,0,2,2,0,2,1414,600,Air,NoEnemy,NoEnemy,Coin,still,1169,1201
0,0,0,2,2,0,2,1414,600,Air,NoEnemy,NoEnemy,Coin,still,1169,1201
0,0,2,2,2,-24,-24,1414,700,Air,NoEnemy,NoEnemy,Coin,still,1169,1201
0,0,0,0,2,-24,-24,1414,700,Ground,NoEnemy,NoEnemy,NoCoin,move,1201,1233
0,0,0,0,0,1,0,1414,707,Air,NoEnemy,Enemy,NoCoin,still,1265,1275
0,0,0,0,0,-60,-60,1414,824,Air,NoEnemy,NoEnemy,NoCoin,still,1275,1275
0,0,0,0,0,0,0,1414,806,Air,NoEnemy,NoEnemy,NoCoin,still,1275,1275
0,0,0,0,0,0,1,1414,707,Air,Enemy,NoEnemy,NoCoin,move,1275,1285
0,0,0,0,0,0,1,1414,707,Air,Enemy,NoEnemy,NoCoin,move,1275,1285
0,0,0,0,2,1,0,1414,538,Air,NoEnemy,Enemy,NoCoin,still,1285,1295
0,0,0,2,2,0,2,1414,412,Air,NoEnemy,NoEnemy,Coin,move,1295,1327
0,0,0,2,2,0,2,1414,412,Air,NoEnemy,NoEnemy,Coin,move,1295,1327
0,0,0,2,2,0,2,1414,412,Air,NoEnemy,NoEnemy,Coin,move,1295,1327
0,0,0,0,2,0,-24,1414,538,Air,NoEnemy,NoEnemy,NoCoin,move,1327,1359
0,0,0,0,0,-24,1,1414,700,Air,Enemy,NoEnemy,NoCoin,still,1407,1407
0,0,1,-60,-60,-60,-60,1414,1414,Ground,NoEnemy,Enemy,NoCoin,still,1545,1545
0,0,0,0,0,0,0,1414,1204,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1545,1545
0,0,0,0,0,0,0,1414,1204,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1545,1545
0,0,0,0,0,0,1,1414,1204,Air,Enemy,NoEnemy,NoCoin,move,1545,1555
0,0,0,2,0,0,2,1414,600,Air,NoEnemy,NoEnemy,Coin,move,1587,1619
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,-1,-1
0,0,0,0,0,0,1,1414,1414,Air,Enemy,NoEnemy,NoCoin,move,-1,9
0,0,2,2,2,-24,-24,1414,905,Air,NoEnemy,NoEnemy,Coin,move,29,29
0,0,0,0,0,1,1,1414,943,Ground,Enemy,Enemy,NoCoin,move,173,183
0,0,0,0,0,0,0,1414,806,Air,NoEnemy,NoEnemy,NoCoin,move,183,183
0,0,0,0,0,0,0,1414,806,Air,NoEnemy,NoEnemy,NoCoin,move,183,183
0,0,0,0,-24,1,-60,1414,854,Air,NoEnemy,Enemy,NoCoin,move,183,183
0,0,0,2,2,0,2,1414,608,Air,NoEnemy,NoEnemy,Coin,move,183,215
0,0,0,2,2,0,2,1414,608,Air,NoEnemy,NoEnemy,Coin,move,183,215
0,0,0,2,2,0,2,1414,608,Air,NoEnemy,NoEnemy,Coin,move,183,215
0,0,0,0,2,-24,-24,1414,707,Air,NoEnemy,NoEnemy,NoCoin,move,215,247
0,0,0,0,0,-24,1,1414,1414,Ground,Enemy,NoEnemy,NoCoin,move,279,289
0,0,0,0,0,-24,1,1414,1414,Ground,Enemy,NoEnemy,NoCoin,move,279,289
0,0,0,0,0,1,0,1414,761,Air,NoEnemy,Enemy,NoCoin,still,337,363
0,0,0,0,-60,-24,-24,1414,854,Air,NoEnemy,NoEnemy,NoCoin,move,363,363
0,0,0,0,0,0,0,1414,761,Air,NoEnemy,NoEnemy,NoCoin,move,363,363
0,0,0,2,2,0,2,1414,800,Air,NoEnemy,NoEnemy,Coin,move,363,395
0,0,0,0,0,1,0,1414,905,Air,NoEnemy,Enemy,NoCoin,move,491,501
0,0,0,0,-24,-60,-60,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move,501,501
0,0,0,0,0,0,0,1414,905,Air,NoEnemy,NoEnemy,NoCoin,move,501,501
0,0,0,0,0,0,1,1414,1414,Air,Enemy,NoEnemy,NoCoin,move,501,511
0,0,0,1,0,-60,-60,1414,1414,Air,Enemy,NoEnemy,NoCoin,move,501,511
0,0,2,2,0,1,-24,1414,141,Air,NoEnemy,Enemy,Coin,still,543,585
0,0,2,2,0,1,-24,1414,141,Air,NoEnemy,Enemy,Coin,still,543,585
0,0,2,-24,-24,-60,-60,1414,223,Air,NoEnemy,NoEnemy,NoCoin,still,553,585
0,0,2,0,0,0,-24,1414,141,Air,NoEnemy,NoEnemy,NoCoin,still,569,585
0,0,0,2,0,0,0,1414,100,Air,NoEnemy,NoEnemy,Coin,move,569,585
0,0,0,1,0,-60,-60,1414,1414,Ground,Enemy,NoEnemy,NoCoin,still,585,559
-24,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,jump,543,559
0,-60,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,jump,559,559
0,-60,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,559,559
-60,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,move,559,559
0,0,0,0,0,1,1,1414,565,Air,Enemy,Enemy,NoCoin,move,559,569
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,-1,-1
0,0,0,1,0,-60,-60,1414,1131,Ground,Enemy,NoEnemy,NoCoin,move,-1,-43
0,0,0,0,2,1,-24,1414,921,Air,NoEnemy,Enemy,NoCoin,still,-43,-33
0,0,0,2,2,0,2,1414,806,Air,NoEnemy,NoEnemy,Coin,move,-33,-1
0,0,0,2,2,0,2,1414,806,Air,NoEnemy,NoEnemy,Coin,move,-33,-1
0,0,2,2,2,-24,-24,1414,905,Air,NoEnemy,NoEnemy,Coin,move,-33,-1
0,0,0,0,2,0,-24,1414,921,Ground,NoEnemy,NoEnemy,NoCoin,move,-1,31
0,0,0,0,0,-24,1,1414,900,Ground,Enemy,NoEnemy,NoCoin,move_jump,63,63
0,0,0,0,0,1,0,1414,900,Air,NoEnemy,Enemy,NoCoin,still,63,73
0,0,0,0,0,-60,-60,1414,640,Air,NoEnemy,NoEnemy,NoCoin,still,73,73
0,0,0,0,0,0,0,1414,900,Air,NoEnemy,NoEnemy,NoCoin,still,73,73
0,0,2,2,2,-24,-24,1414,806,Ground,NoEnemy,NoEnemy,Coin,move,73,73
0,0,0,1,0,-60,-60,1414,900,Ground,Enemy,NoEnemy,NoCoin,still,105,63
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,jump,63,63
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,63,63
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,63,63
0,0,0,0,0,1,1,1414,1000,Air,Enemy,Enemy,NoCoin,still,73,83
0,0,0,0,0,1,1,1414,1000,Air,Enemy,Enemy,NoCoin,still,73,83
0,0,2,2,2,-24,-24,1414,608,Ground,NoEnemy,NoEnemy,Coin,move,93,109
0,0,2,2,2,-24,-24,1414,608,Ground,NoEnemy,NoEnemy,Coin,move,93,109
0,0,2,2,2,-24,-24,1414,608,Ground,NoEnemy,NoEnemy,Coin,move,93,109
0,0,2,0,2,-24,-24,1414,608,Ground,NoEnemy,NoEnemy,NoCoin,move,109,125
0,0,0,0,0,0,1,1414,1414,Ground,Enemy,NoEnemy,NoCoin,still,189,199
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,still,209,209
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,209,267
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,209,267
0,0,0,0,0,-60,1,1414,1414,Ground,Enemy,NoEnemy,NoCoin,still,267,267
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,still,277,287
0,0,0,2,0,0,2,1414,800,Air,NoEnemy,NoEnemy,Coin,move,329,361
0,0,0,2,0,0,2,1414,800,Air,NoEnemy,NoEnemy,Coin,move,329,361
0,0,0,2,0,0,2,1414,800,Air,NoEnemy,NoEnemy,Coin,move,329,361
0,0,0,0,0,-24,0,1414,900,Ground,NoEnemy,NoEnemy,NoCoin,move,361,361
0,0,0,0,0,0,1,1414,1414,Air,Enemy,NoEnemy,NoCoin,still,361,371
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,jump,381,381
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,381,381
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,381,381
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,still,381,391
0,0,0,0,0,0,1,1414,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,401,411
0,0,0,2,2,0,2,1414,905,Air,NoEnemy,NoEnemy,Coin,move,431,463
0,0,0,2,2,0,2,1414,905,Air,NoEnemy,NoEnemy,Coin,move,431,463
0,0,0,2,2,0,2,1414,905,Air,NoEnemy,NoEnemy,Coin,move,431,463
0,0,0,0,2,-24,-24,1414,905,Ground,NoEnemy,NoEnemy,NoCoin,move,463,495
0,0,0,0,0,0,1,1414,984,Air,Enemy,NoEnemy,NoCoin,move_jump,527,527
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,move,581,581
0,0,0,0,0,-60,-60,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move,581,581
0,0,0,0,0,-60,-60,1414,1414,Ground,NoEnemy,NoEnemy,NoCoin,move,581,581
0,0,0,1,0,-60,-60,1414,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,581,581
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,-1,-1
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,move,-1,9
0,0,0,1,0,-60,-60,1414,1414,Ground,Enemy,NoEnemy,NoCoin,still,9,-33
0,0,0,2,2,0,2,1414,600,Air,NoEnemy,NoEnemy,Coin,move,-19,29
0,0,0,2,2,0,2,1414,600,Air,NoEnemy,NoEnemy,Coin,move,-19,29
0,0,0,2,2,0,2,1414,600,Air,NoEnemy,NoEnemy,Coin,move,-19,29
0,0,0,0,2,-24,-24,1414,700,Air,NoEnemy,NoEnemy,NoCoin,move,13,39
0,0,2,2,2,-24,1,1414,141,Ground,Enemy,NoEnemy,Coin,move,13,71
0,2,2,2,0,1,-24,1414,100,Ground,NoEnemy,Enemy,Coin,move,29,87
2,0,2,-24,-24,-60,-60,1414,200,Air,NoEnemy,NoEnemy,NoCoin,move,39,87
0,0,2,0,0,0,-24,1414,141,Air,NoEnemy,NoEnemy,NoCoin,move,71,87
0,0,0,2,0,0,0,1414,100,Air,NoEnemy,NoEnemy,Coin,move,71,87
0,0,0,0,0,1,0,1414,412,Air,NoEnemy,Enemy,NoCoin,still,87,97
0,0,0,0,0,-60,-60,1414,447,Air,NoEnemy,NoEnemy,NoCoin,still,97,97
0,0,0,0,0,0,0,1414,412,Air,NoEnemy,NoEnemy,NoCoin,still,97,97
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,-1,-1
0,0,0,0,0,0,1,1414,1029,Air,Enemy,NoEnemy,NoCoin,move,-1,9
0,0,0,2,2,0,2,1414,800,Air,NoEnemy,NoEnemy,Coin,move,9,73
0,0,0,0,0,1,0,1414,1414,Ground,NoEnemy,Enemy,NoCoin,move,73,83
0,0,0,0,0,-60,-60,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move,83,83
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move,83,83
0,0,0,0,0,-60,1,1414,921,Ground,Enemy,NoEnemy,NoCoin,move,83,93
0,0,0,0,0,1,1,1414,860,Ground,Enemy,Enemy,NoCoin,move,83,93
-24,0,2,2,2,-24,0,1414,707,Ground,NoEnemy,NoEnemy,Coin,move,93,157
-24,0,2,2,2,-24,0,1414,707,Ground,NoEnemy,NoEnemy,Coin,move,93,157
-24,0,2,2,2,-24,0,1414,707,Ground,NoEnemy,NoEnemy,Coin,move,93,157
-24,0,0,0,2,-24,0,1414,707,Ground,NoEnemy,NoEnemy,NoCoin,move,125,157
0,0,0,0,0,1,1,1414,632,Air,Enemy,Enemy,NoCoin,move,285,295
0,0,0,0,0,1,1,1414,632,Air,Enemy,Enemy,NoCoin,move,285,295
0,0,0,0,0,0,0,1414,509,Air,NoEnemy,NoEnemy,NoCoin,move,295,295
0,0,0,0,0,0,0,1414,509,Air,NoEnemy,NoEnemy,NoCoin,move,295,295
0,0,0,2,2,0,2,1414,100,Air,NoEnemy,NoEnemy,Coin,move,295,327
0,0,0,0,0,-24,1,1414,1414,Ground,Enemy,NoEnemy,NoCoin,move,391,401
0,0,0,0,0,1,-60,1414,1414,Air,NoEnemy,Enemy,NoCoin,move,391,401
0,0,0,-60,-60,-60,-60,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move,401,401
0,0,0,0,0,0,-60,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move,401,401
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,still,401,411
0,0,0,1,0,-60,-60,1414,1414,Ground,Enemy,NoEnemy,NoCoin,jump,411,369
0,0,2,2,2,-24,0,1414,707,Ground,NoEnemy,NoEnemy,Coin,move,377,393
0,0,2,2,2,-24,0,1414,707,Ground,NoEnemy,NoEnemy,Coin,move,377,393
0,0,2,2,2,-24,0,1414,707,Ground,NoEnemy,NoEnemy,Coin,move,377,393
0,0,2,0,2,-24,0,1414,707,Ground,NoEnemy,NoEnemy,NoCoin,move,393,409
0,0,2,2,2,1,-24,1414,608,Air,NoEnemy,Enemy,Coin,still,489,521
0,0,2,2,2,-24,-24,1414,608,Ground,NoEnemy,NoEnemy,Coin,still,521,537
0,0,2,2,2,-24,-24,1414,608,Ground,NoEnemy,NoEnemy,Coin,still,521,537
0,0,2,0,2,-24,-24,1414,608,Ground,NoEnemy,NoEnemy,NoCoin,move,537,553
0,0,0,0,-60,0,1,1414,670,Ground,Enemy,NoEnemy,NoCoin,move,633,643
0,0,0,1,-60,-60,-60,1414,761,Air,Enemy,NoEnemy,NoCoin,move,633,643
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,move,723,733
0,0,0,0,0,-60,-60,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move,733,733
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move,733,733
0,0,0,0,0,1,1,1414,1414,Air,Enemy,Enemy,NoCoin,still,733,743
0,0,0,0,0,1,1,1414,1414,Air,Enemy,Enemy,NoCoin,still,733,743
0,0,0,2,2,0,2,1414,700,Air,NoEnemy,NoEnemy,Coin,move,763,795
0,0,0,2,2,0,2,1414,700,Air,NoEnemy,NoEnemy,Coin,move,763,795
0,0,0,2,2,0,2,1414,700,Air,NoEnemy,NoEnemy,Coin,still,763,811
0,0,0,0,2,0,0,1414,700,Air,NoEnemy,NoEnemy,NoCoin,still,795,827
0,0,2,1,0,-24,-24,1414,800,Air,Enemy,NoEnemy,NoCoin,jump,827,827
0,0,0,0,2,1,-24,1414,728,Air,NoEnemy,Enemy,NoCoin,move,869,885
0,0,2,2,2,-24,0,1414,707,Air,NoEnemy,NoEnemy,Coin,move,869,901
0,0,2,2,2,-24,0,1414,707,Ground,NoEnemy,NoEnemy,Coin,move,869,901
0,0,2,0,2,-24,0,1414,707,Ground,NoEnemy,NoEnemy,NoCoin,move,885,901
0,0,0,0,0,-24,1,1414,1414,Air,Enemy,NoEnemy,NoCoin,move,997,997
0,0,0,0,0,1,-60,1414,1414,Ground,NoEnemy,Enemy,NoCoin,move,997,1007
0,0,0,-60,-60,-60,-60,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move,1007,1007
0,0,0,0,0,1,-60,1414,1414,Air,NoEnemy,Enemy,NoCoin,move,1007,1007
0,0,0,0,0,1,-60,1414,1414,Air,NoEnemy,Enemy,NoCoin,move,1007,1007
0,0,2,2,2,-24,0,1414,141,Air,NoEnemy,NoEnemy,Coin,move,1007,1023
0,0,2,2,2,-24,0,1414,141,Air,NoEnemy,NoEnemy,Coin,move,1007,1023
0,0,2,2,2,-24,0,1414,141,Ground,NoEnemy,NoEnemy,Coin,move,1007,1023
2,0,2,0,-24,-60,-60,1414,200,Air,NoEnemy,NoEnemy,NoCoin,move,1023,1023
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,move,1135,1145
0,0,0,0,0,-60,-60,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,1145,1145
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,1145,1145
0,0,0,1,0,-60,-60,1414,1140,Ground,Enemy,NoEnemy,NoCoin,still,1145,1145
0,0,0,1,0,-60,-60,1414,1140,Ground,Enemy,NoEnemy,NoCoin,still,1145,1145
0,0,0,1,0,-60,-60,1414,1140,Ground,Enemy,NoEnemy,NoCoin,jump,1145,1145
0,0,0,0,0,1,0,1414,1081,Air,NoEnemy,Enemy,NoCoin,still,1145,1155
0,0,0,2,2,0,2,1414,100,Air,NoEnemy,NoEnemy,Coin,move,1191,1239
0,0,0,2,2,0,2,1414,100,Air,NoEnemy,NoEnemy,Coin,move,1191,1239
0,0,0,2,2,0,2,1414,100,Air,NoEnemy,NoEnemy,Coin,move,1191,1239
0,0,0,0,2,-24,-24,1414,223,Air,NoEnemy,NoEnemy,NoCoin,move,1223,1255
0,0,0,0,0,-60,1,1414,854,Ground,Enemy,NoEnemy,NoCoin,move,1271,1271
0,0,0,0,-60,1,0,1414,800,Ground,NoEnemy,Enemy,NoCoin,move,1281,1291
0,0,0,0,-60,-60,-60,1414,900,Air,NoEnemy,NoEnemy,NoCoin,move,1281,1291
0,0,0,0,-60,-60,-60,1414,900,Air,NoEnemy,NoEnemy,NoCoin,move,1291,1291
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,-1,-1
0,0,0,0,0,-60,1,1414,728,Ground,Enemy,NoEnemy,NoCoin,move,-1,9
0,0,0,0,0,1,0,1414,632,Air,NoEnemy,Enemy,NoCoin,move,-1,9
0,0,2,2,2,-24,-24,1414,141,Air,NoEnemy,NoEnemy,Coin,move,19,51
0,0,2,2,2,-24,-24,1414,141,Air,NoEnemy,NoEnemy,Coin,move,19,51
0,0,2,2,2,-24,-24,1414,141,Air,NoEnemy,NoEnemy,Coin,still,19,51
0,0,0,0,2,-24,-24,1414,223,Air,NoEnemy,NoEnemy,NoCoin,still,51,83
0,0,2,2,2,-24,1,1414,223,Ground,Enemy,NoEnemy,Coin,still,83,83
0,0,2,0,2,1,-24,1414,905,Air,NoEnemy,Enemy,NoCoin,still,237,247
0,0,0,-24,0,-60,-60,1414,608,Air,NoEnemy,NoEnemy,NoCoin,still,237,247
0,0,0,-24,0,-60,-60,1414,608,Air,NoEnemy,NoEnemy,NoCoin,still,247,247
0,0,0,2,2,0,0,1414,806,Air,NoEnemy,NoEnemy,Coin,still,247,263
0,0,0,1,0,-60,-60,1414,1414,Ground,Enemy,NoEnemy,NoCoin,move,295,253
0,0,0,0,0,1,0,1414,943,Air,NoEnemy,Enemy,NoCoin,still,263,273
0,0,0,0,0,-60,-60,1414,1000,Air,NoEnemy,NoEnemy,NoCoin,still,273,273
0,0,0,0,0,0,0,1414,943,Air,NoEnemy,NoEnemy,NoCoin,still,273,273
0,0,0,0,0,1,0,1414,860,Air,NoEnemy,Enemy,NoCoin,move,273,283
0,0,2,2,1,-24,-24,1414,509,Air,NoEnemy,NoEnemy,Coin,jump,283,299
0,0,2,2,1,-24,-24,1414,509,Air,NoEnemy,NoEnemy,Coin,jump,283,299
-24,0,0,2,2,0,2,1414,412,Air,NoEnemy,NoEnemy,Coin,still,283,315
0,-24,-24,0,0,0,2,1414,316,Air,NoEnemy,NoEnemy,NoCoin,still,283,315
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,-1,-1
0,0,0,0,0,0,1,1414,1414,Air,Enemy,NoEnemy,NoCoin,still,-1,9
0,0,0,-60,-60,1,-60,1414,1414,Air,NoEnemy,Enemy,NoCoin,still,19,19
0,0,0,2,2,0,2,1414,412,Air,NoEnemy,NoEnemy,Coin,move,7,39
0,0,0,2,2,0,2,1414,412,Air,NoEnemy,NoEnemy,Coin,move,7,39
0,0,0,2,2,0,2,1414,412,Air,NoEnemy,NoEnemy,Coin,move,7,39
0,0,0,0,2,-24,-24,1414,538,Ground,NoEnemy,NoEnemy,NoCoin,move,39,71
0,0,0,0,0,0,1,1414,500,Air,Enemy,NoEnemy,NoCoin,still,167,177
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,still,167,177
0,0,0,0,-60,-60,-60,1414,600,Air,NoEnemy,NoEnemy,NoCoin,still,167,177
0,0,0,0,-60,-60,-60,1414,600,Air,NoEnemy,NoEnemy,NoCoin,still,177,177
0,0,0,0,0,1,1,1414,1414,Air,Enemy,Enemy,NoCoin,move,177,187
0,0,0,0,0,1,1,1414,1414,Air,Enemy,Enemy,NoCoin,move,177,187
0,0,2,2,2,-24,-24,1414,806,Air,NoEnemy,NoEnemy,Coin,move,187,251
0,0,2,2,2,-24,-24,1414,806,Air,NoEnemy,NoEnemy,Coin,move,187,251
0,0,2,2,2,-24,-24,1414,806,Ground,NoEnemy,NoEnemy,Coin,move,187,251
