@RELATION P1Mario-data-training-T3Original

@ATTRIBUTE MergedObs[7][9] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[8][9] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[8][10] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[9][10] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[9][11] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[10][9] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[10][10] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE distanceEnemy NUMERIC
@ATTRIBUTE distanceCoin NUMERIC
@ATTRIBUTE isOnGround {Ground, Air}
@ATTRIBUTE isEnemy {Enemy, NoEnemy}
@ATTRIBUTE isEnemyBelow {Enemy, NoEnemy}
@ATTRIBUTE isCoin {Coin, NoCoin}
@ATTRIBUTE action {move, jump, move_jump, still}
@ATTRIBUTE reward NUMERIC
@ATTRIBUTE futureReward NUMERIC

@data
0,0,0,2,0,0,2,1414,800,Air,NoEnemy,NoEnemy,Coin,move,369,401
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,move,401,421
0,0,0,0,1,-60,-60,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move,401,421
0,0,0,1,0,-60,-60,1414,1414,Air,Enemy,NoEnemy,NoCoin,move,411,421
0,0,0,1,0,-60,-60,1414,1414,Air,Enemy,NoEnemy,NoCoin,move,411,421
0,0,0,0,0,0,1,1414,1414,Air,Enemy,NoEnemy,NoCoin,move,411,421
0,0,0,0,0,1,0,1414,1204,Air,NoEnemy,Enemy,NoCoin,move,431,451
0,0,0,2,2,0,2,1414,905,Air,NoEnemy,NoEnemy,Coin,move,409,505
0,0,0,2,2,0,2,1414,905,Air,NoEnemy,NoEnemy,Coin,move,409,505
0,0,0,2,2,0,2,1414,905,Air,NoEnemy,NoEnemy,Coin,move,409,505
0,0,0,0,2,-24,-24,1414,905,Air,NoEnemy,NoEnemy,NoCoin,move,441,505
0,0,0,0,0,1,0,1414,984,Ground,NoEnemy,Enemy,NoCoin,move,505,515
0,0,0,0,0,-60,-60,1414,538,Air,NoEnemy,NoEnemy,NoCoin,move,515,515
0,0,0,0,0,0,0,1414,984,Air,NoEnemy,NoEnemy,NoCoin,move,515,515
0,0,0,2,2,0,2,1414,800,Air,NoEnemy,NoEnemy,Coin,move,515,611
0,0,0,0,0,0,1,1414,1414,Air,Enemy,NoEnemy,NoCoin,move,611,621
0,0,0,0,0,0,1,1414,1414,Air,Enemy,NoEnemy,NoCoin,move,611,621
0,0,0,0,0,1,-60,1414,1414,Air,NoEnemy,Enemy,NoCoin,move,621,621
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move,621,621
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move,621,621
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,move,621,631
0,0,0,0,0,-60,1,1414,943,Ground,Enemy,NoEnemy,NoCoin,move_jump,641,651
0,0,2,2,2,-24,-24,1414,806,Ground,NoEnemy,NoEnemy,Coin,move,651,747
0,0,2,2,2,-24,-24,1414,806,Ground,NoEnemy,NoEnemy,Coin,move,651,747
0,0,2,2,2,-24,-24,1414,806,Ground,NoEnemy,NoEnemy,Coin,move,651,747
0,0,0,0,2,-24,-24,1414,806,Ground,NoEnemy,NoEnemy,NoCoin,move,683,747
0,0,0,0,0,0,1,1414,1029,Air,Enemy,NoEnemy,NoCoin,move,747,757
0,0,1,-60,-60,-24,-60,1414,1063,Ground,NoEnemy,Enemy,NoCoin,jump,869,869
0,0,0,0,0,0,0,1414,860,Air,NoEnemy,NoEnemy,NoCoin,still,869,869
0,0,0,0,0,1,0,1414,921,Air,NoEnemy,Enemy,NoCoin,still,869,869
0,0,0,0,0,1,0,1414,921,Air,NoEnemy,Enemy,NoCoin,still,869,869
0,0,2,2,2,0,0,1414,608,Air,NoEnemy,NoEnemy,Coin,move,869,965
0,0,2,2,2,0,0,1414,608,Air,NoEnemy,NoEnemy,Coin,move,869,965
0,0,0,2,2,0,2,1414,509,Air,NoEnemy,NoEnemy,Coin,move,869,965
0,0,0,0,2,0,0,1414,509,Air,NoEnemy,NoEnemy,NoCoin,move,933,975
0,0,0,1,0,-60,-60,1414,1414,Air,Enemy,NoEnemy,NoCoin,move,965,975
0,0,0,1,0,-60,-60,1414,1414,Air,Enemy,NoEnemy,NoCoin,move,965,975
0,0,0,0,0,1,0,1414,700,Air,NoEnemy,Enemy,NoCoin,move,985,995
0,0,0,-60,-60,-60,-60,1414,761,Air,NoEnemy,NoEnemy,NoCoin,move,995,995
0,0,0,0,0,0,-60,1414,670,Air,NoEnemy,NoEnemy,NoCoin,move,995,995
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,move,995,995
0,0,0,0,0,0,1,1414,1029,Air,Enemy,NoEnemy,NoCoin,still,995,1005
-24,0,0,2,0,0,2,1414,600,Air,NoEnemy,NoEnemy,Coin,move,1037,1069
-24,0,0,2,0,0,2,1414,600,Air,NoEnemy,NoEnemy,Coin,move,1037,1069
0,0,2,2,0,-24,-24,1414,700,Air,NoEnemy,NoEnemy,Coin,move,1037,1069
0,0,0,0,0,-24,-24,1414,700,Ground,NoEnemy,NoEnemy,NoCoin,move,1069,1079
0,0,0,0,0,-24,1,1414,700,Ground,Enemy,NoEnemy,NoCoin,move,1069,1079
0,0,0,0,2,1,-24,1414,728,Ground,NoEnemy,Enemy,NoCoin,move,1069,1111
0,0,0,-24,-24,-60,-60,1414,824,Air,NoEnemy,NoEnemy,NoCoin,move,1069,1111
0,0,0,-24,-24,-60,-60,1414,824,Air,NoEnemy,NoEnemy,NoCoin,move,1079,1111
0,0,0,2,2,0,2,1414,608,Air,NoEnemy,NoEnemy,Coin,move,1079,1175
0,0,0,0,0,1,1,1414,721,Air,Enemy,Enemy,NoCoin,still,1287,1297
0,0,0,0,0,1,1,1414,721,Air,Enemy,Enemy,NoCoin,still,1287,1297
0,0,0,0,0,0,0,1414,670,Air,NoEnemy,NoEnemy,NoCoin,move,1297,1297
0,0,0,0,0,0,0,1414,670,Air,NoEnemy,NoEnemy,NoCoin,move,1297,1297
0,0,2,2,2,0,-24,1414,905,Air,NoEnemy,NoEnemy,Coin,move_jump,1297,1393
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,-1,-1
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,move,-1,9
0,0,0,0,0,0,1,1414,1414,Air,Enemy,NoEnemy,NoCoin,move,9,19
0,0,0,2,2,0,2,1414,600,Air,NoEnemy,NoEnemy,Coin,move,-13,93
0,0,0,2,2,0,2,1414,600,Air,NoEnemy,NoEnemy,Coin,move,-13,93
0,0,0,2,2,0,2,1414,600,Air,NoEnemy,NoEnemy,Coin,move,-13,93
0,0,0,0,2,-24,-24,1414,700,Ground,NoEnemy,NoEnemy,NoCoin,move,19,93
0,0,2,2,2,-24,1,1414,141,Ground,Enemy,NoEnemy,Coin,move,19,93
0,0,2,2,0,1,-24,1414,141,Ground,NoEnemy,Enemy,Coin,move,51,93
0,0,2,-24,-24,-60,-60,1414,223,Air,NoEnemy,NoEnemy,NoCoin,move,51,93
0,0,0,-24,-24,-60,-60,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move,93,93
0,0,0,0,2,1,-24,1414,223,Air,NoEnemy,Enemy,NoCoin,move,93,135
0,0,0,2,2,0,2,1414,100,Air,NoEnemy,NoEnemy,Coin,move,103,167
0,0,0,2,2,0,2,1414,100,Air,NoEnemy,NoEnemy,Coin,move,103,167
0,0,0,2,2,0,2,1414,100,Air,NoEnemy,NoEnemy,Coin,move,103,167
0,0,0,0,2,-24,-24,1414,223,Ground,NoEnemy,NoEnemy,NoCoin,move,135,199
0,0,0,0,0,-60,1,1414,761,Air,Enemy,NoEnemy,NoCoin,move,263,273
0,0,0,0,0,-60,1,1414,761,Air,Enemy,NoEnemy,NoCoin,move,263,305
0,0,0,0,2,1,-24,1414,728,Ground,NoEnemy,Enemy,NoCoin,move,263,305
0,0,0,-24,-24,-60,-60,1414,824,Air,NoEnemy,NoEnemy,NoCoin,move,273,305
0,0,0,0,2,1,-24,1414,728,Air,NoEnemy,Enemy,NoCoin,move,273,305
0,0,0,0,2,1,-24,1414,728,Air,NoEnemy,Enemy,NoCoin,move,273,305
0,0,0,2,2,0,2,1414,900,Air,NoEnemy,NoEnemy,Coin,move,273,369
0,0,0,2,2,0,2,1414,900,Air,NoEnemy,NoEnemy,Coin,move,273,369
0,0,0,2,2,0,2,1414,900,Air,NoEnemy,NoEnemy,Coin,move,273,369
0,0,0,0,2,0,-24,1414,728,Ground,NoEnemy,NoEnemy,NoCoin,move,305,401
0,0,0,0,0,-24,1,1414,984,Air,Enemy,NoEnemy,NoCoin,move,401,411
0,0,0,0,0,-24,1,1414,984,Air,Enemy,NoEnemy,NoCoin,move,401,443
0,0,0,0,0,1,0,1414,948,Ground,NoEnemy,Enemy,NoCoin,move,401,443
0,0,0,0,-24,-60,-60,1414,360,Air,NoEnemy,NoEnemy,NoCoin,move,411,475
0,0,0,0,0,0,0,1414,948,Air,NoEnemy,NoEnemy,NoCoin,move,411,475
0,0,0,2,2,0,2,1414,806,Air,NoEnemy,NoEnemy,Coin,move,411,475
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,move,475,485
0,0,0,0,0,0,1,1414,1414,Air,Enemy,NoEnemy,NoCoin,move,475,485
0,0,0,0,-24,-60,-60,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move,485,485
0,0,0,0,0,0,-24,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move,485,495
0,0,0,0,0,-24,1,1414,1414,Ground,Enemy,NoEnemy,NoCoin,move,485,495
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,move,495,495
0,0,0,2,2,0,2,1414,316,Air,NoEnemy,NoEnemy,Coin,move,505,601
0,0,0,2,2,0,2,1414,316,Air,NoEnemy,NoEnemy,Coin,move,505,601
0,0,0,2,2,0,2,1414,316,Air,NoEnemy,NoEnemy,Coin,move,505,601
0,0,0,0,2,-24,-24,1414,447,Ground,NoEnemy,NoEnemy,NoCoin,move,537,601
0,0,0,1,0,-60,-60,1414,500,Ground,Enemy,NoEnemy,NoCoin,move,601,559
0,0,0,-60,-60,1,-60,1414,921,Air,NoEnemy,Enemy,NoCoin,move_jump,559,591
0,0,0,0,0,0,-60,1414,824,Air,NoEnemy,NoEnemy,NoCoin,move,559,591
0,0,0,0,0,0,-60,1414,824,Air,NoEnemy,NoEnemy,NoCoin,move,559,607
0,0,2,2,2,0,-24,1414,707,Air,NoEnemy,NoEnemy,Coin,move_jump,591,655
0,0,0,0,0,0,1,1414,781,Ground,Enemy,NoEnemy,NoCoin,move,655,665
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,still,755,765
0,0,0,0,0,-60,-60,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,765,211
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,-1,-1
0,0,2,2,2,0,-24,1414,900,Air,NoEnemy,NoEnemy,Coin,move_jump,-1,47
0,0,0,1,0,-60,-60,1414,1414,Air,Enemy,NoEnemy,NoCoin,still,47,5
0,0,0,0,-60,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,jump,5,5
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,5,5
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,still,5,5
0,0,0,0,0,-60,1,1414,921,Air,Enemy,NoEnemy,NoCoin,move_jump,5,15
0,0,0,0,0,1,1,1414,860,Air,Enemy,Enemy,NoCoin,move,5,15
-24,0,2,2,2,-24,0,1414,707,Ground,NoEnemy,NoEnemy,Coin,move,15,79
-24,0,2,2,2,-24,0,1414,707,Ground,NoEnemy,NoEnemy,Coin,move,15,79
-24,0,2,2,2,-24,0,1414,707,Ground,NoEnemy,NoEnemy,Coin,move,15,79
-24,0,0,0,2,-24,0,1414,707,Ground,NoEnemy,NoEnemy,NoCoin,move,47,79
0,0,0,0,0,1,0,1414,632,Air,NoEnemy,Enemy,NoCoin,move,207,217
0,0,0,0,0,-60,-60,1414,583,Air,NoEnemy,NoEnemy,NoCoin,move,217,217
0,0,0,0,0,0,0,1414,538,Air,NoEnemy,NoEnemy,NoCoin,move,217,217
0,0,0,2,2,0,2,1414,100,Air,NoEnemy,NoEnemy,Coin,move,217,313
0,0,0,0,0,-24,1,1414,1414,Ground,Enemy,NoEnemy,NoCoin,move,313,323
0,0,0,0,0,-24,1,1414,1414,Ground,Enemy,NoEnemy,NoCoin,move,313,323
0,0,0,0,0,1,-60,1414,1414,Air,NoEnemy,Enemy,NoCoin,move,313,323
0,0,0,-60,-60,-60,-60,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move,323,323
0,0,0,0,0,0,-60,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move,323,323
0,0,0,1,0,-60,-60,1414,1414,Ground,Enemy,NoEnemy,NoCoin,move,323,281
0,0,0,0,0,1,0,1414,1414,Air,NoEnemy,Enemy,NoCoin,still,281,291
0,0,2,2,2,-24,0,1414,707,Air,NoEnemy,NoEnemy,Coin,move,301,333
