"";"MSETrain";"MSEValid"
"1";0,061739877937666;0,0524746808138761
"2";0,0505191528719235;0,0490303617535215
"3";0,0472487356148514;0,045960605505741
"4";0,0443699705834482;0,043225808577104
"5";0,0418213464076223;0,0407811251553622
"6";0,0395566728379991;0,0385890873995694
"7";0,0375370773614622;0,0366180997906309
"8";0,0357298508189083;0,0348412773825906
"9";0,0341070337233201;0,0332355470368356
"10";0,0326448527816074;0,0317808989322547
"11";0,031322975408018;0,0304600628939542
"12";0,0301240634294896;0,0292581442630652
"13";0,0290333068448734;0,0281622395370946
"14";0,0280382468030344;0,0271612947637385
"15";0,0271282270842907;0,0262457182913116
"16";0,0262942345313777;0,025407227602872
"17";0,0255285524854473;0,0246386007829146
"18";0,0248245762843712;0,0239335016770796
"19";0,024176546483258;0,0232863382859664
"20";0,0235794765497345;0,022692076365153
"21";0,0230289509093839;0,0221462293104692
"22";0,0225209728565091;0,0216447613456032
"23";0,0220520243925207;0,0211839213515773
"24";0,0216189091501672;0,0207603627985174
"25";0,0212187149945427;0,0203709703503233
"26";0,0208487529380649;0,0200129046584621
"27";0,0205066406648923;0,0196835373387192
"28";0,0201900893566655;0,019380471200654
"29";0,0198970844543058;0,0191014968987667
"30";0,0196257111293818;0,0188445466937441
"31";0,0193742627411886;0,0186077883749297
"32";0,0191410837609783;0,0183894807642156
"33";0,0189247355741613;0,018188054633863
"34";0,0187238132252413;0,0180020549080589
"35";0,018537124932981;0,0178301724520597
"36";0,0183634951223735;0,017671199278398
"37";0,018201872881721;0,0175240285468824
"38";0,0180512920703763;0,0173876415599476
"39";0,0179108476327136;0,0172611207673044
"40";0,0177797629163156;0,0171436223116788
"41";0,0176572400760027;0,0170343630241625
"42";0,0175426059299045;0,016932673887773
"43";0,0174352608475031;0,0168378887754498
"44";0,0173346076915467;0,0167494297027588
"45";0,0172401004367405;0,0166667808185924
"46";0,0171512865552715;0,0165894421664151
"47";0,0170676860933989;0,0165169600284461
"48";0,0169889437606911;0,0164489514899976
"49";0,0169146369485294;0,0163850394162265
"50";0,0168444552452736;0,0163248972459273
"51";0,0167780483470244;0,016268202752778
"52";0,01671516568053;0,0162146871740168
"53";0,0166555230134453;0,0161640947515314
"54";0,0165988934585472;0,016116172617132
"55";0,0165450463887134;0,0160707358157996
"56";0,0164937786027497;0,0160275676033714
"57";0,016444874433131;0,0159865046992446
"58";0,0163982129564472;0,0159473679282448
"59";0,0163536084243675;0,0159100214640299
"60";0,0163109075010212;0,015874330925219
"61";0,0162699767966676;0,0158401648203532
"62";0,0162307091008604;0,0158074089975068
"63";0,016192987230089;0,0157759406349876
"64";0,0161566977407418;0,0157457019343521
"65";0,0161217608483009;0,015716570073908
"66";0,0160880680956872;0,0156884843652899
"67";0,0160555359584833;0,0156613653356379
"68";0,0160241120780995;0,0156351465167421
"69";0,0159937042036867;0,0156097571055094
"70";0,0159642674564536;0,0155851378585353
"71";0,0159357257917816;0,0155612555417148
"72";0,0159080243578144;0,0155380480217211
"73";0,015881120769027;0,0155154690597997
"74";0,0158549851062251;0,0154934810869622
"75";0,0158295475579555;0,015472039309415
"76";0,0158047744651246;0,0154511234977029
"77";0,0157806134691425;0,0154306946378766
"78";0,0157570508570453;0,0154107252756755
"79";0,0157340554630055;0,0153911792870724
"80";0,0157115911346635;0,0153720364426122
"81";0,01568965413212;0,0153532822926839
"82";0,0156681546977922;0,0153348980527936
"83";0,0156471190109752;0,0153168389291474
"84";0,0156265258789062;0,0152991034767844
"85";0,0156063615886215;0,0152816786910548
"86";0,0155865550820344;0,0152645428975423
"87";0,0155671312918071;0,0152476888714415
"88";0,0155480727650761;0,0152310819336862
"89";0,0155293558158127;0,0152147466486151
"90";0,0155109617445204;0,0151986382224343
"91";0,0154928768382353;0,0151827754396381
"92";0,0154751010969573;0,0151671149513938
"93";0,0154576033548592;0,0151516769871567
"94";0,0154403948316387;0,0151364456523548
"95";0,0154234493480009;0,0151214021624941
"96";0,015406755684248;0,0151065508524577
"97";0,0153903125937468;0,0150918700478294
"98";0,0153741175832312;0,01507737419822
"99";0,0153581457200393;0,01506303729433
"100";0,0153423920176388;0,0150488723408092
"101";0,0153268814086914;0,0150348576632413
"102";0,0153115378485786;0,0150210033763539
"103";0,0152964236689549;0,0150073065902248
"104";0,0152814952376621;0,0149937369606712
"105";0,0152667675142974;0,0149803161621094
"106";0,0152522143195657;0,0149670326348507
"107";0,015237848119798;0,0149538950486617
"108";0,0152236714082606;0,0149408687244762
"109";0,0152096530191259;0,0149279840064771
"110";0,0151957917057611;0,014915217775287
"111";0,0151820999344969;0,0149025815905947
"112";0,0151685652390025;0,0148900523330226
"113";0,0151551838793786;0,0148776516769872
"114";0,0151419458825604;0,0148653507232666
"115";0,0151288487552817;0,0148531812610048
"116";0,0151159062105067;0,014841112946019
"117";0,0151031170016021;0,0148291457783092
"118";0,0150904512093737;0,0148172970974084
"119";0,0150779250400518;0,0148055466738614
"120";0,0150655272739385;0,0147939089572791
"121";0,0150532541711346;0,0147823694980506
"122";0,015041092018676;0,0147709239612926
"123";0,0150290819554547;0,0147595752369274
"124";0,015017199048809;0,014748326214877
"125";0,0150054183660769;0,0147371812300249
"126";0,014993759853388;0,0147261287226821
"127";0,0149822023179796;0,0147151614680435
"128";0,0149707769256791;0,0147042895808364
"129";0,0149594462774937;0,0146935015013724
"130";0,0149482452791501;0,0146828116792621
"131";0,0149371165855258;0,0146722071098559
"132";0,0149261262681749;0,0146616834582704
"133";0,0149152194752413;0,0146512551741167
"134";0,014904424879286;0,0146409164775502
"135";0,0148937449735754;0,014630651473999
"136";0,0148831398658503;0,0146204702781908
"137";0,014872651941636;0,0146103743350867
"138";0,0148622288423426;0,0146003650896477
"139";0,0148519328996247;0,014590429537224
"140";0,0148416967952953;0,0145805604530103
"141";0,0148315803677428;0,014570782401345
"142";0,0148215374915428;0,0145610838225394
"143";0,0148115843729256;0,014551457491788
"144";0,0148017284916896;0,014541904854052
"145";0,0147919486550724;0,0145324331341368
"146";0,0147822585760378;0,0145230264374704
"147";0,0147726669810177;0,0145136963237416
"148";0,0147631327311198;0,0145044427929503
"149";0,0147536994585025;0,0144952629551743
"150";0,0147443397372377;0,0144861438057639
"151";0,0147350510740592;0,0144771055741744
"152";0,0147258446886649;0,0144681294759115
"153";0,0147167193344216;0,014459228515625
"154";0,0147076849843941;0,0144503925785874
"155";0,0146987054862228;0,0144416187748764
"156";0,0146897945528716;0,0144329128843365
"157";0,0146809671439377;0,0144242734620065
"158";0,01467221079309;0,0144157019528476
"159";0,0146635354733935;0,0144071983568596
"160";0,0146549187454523;0,014398751114354
"161";0,0146463743222305;0,0143903746749416
"162";0,0146379059436275;0,0143820560339725
"163";0,0146295073764776;0,0143738009712913
"164";0,0146211661544501;0,0143656065969756
"165";0,0146129184299045;0,0143574700211034
"166";0,014604684418323;0,0143493970235189
"167";0,0145965463974897;0,0143413904941443
"168";0,0145884732015772;0,0143334287585634
"169";0,014580457350787;0,0143255407159979
"170";0,0145725187912486;0,0143177003571481
"171";0,0145646263571347;0,0143099250215473
"172";0,0145568162008049;0,0143021973696622
"173";0,0145490421968348;0,0142945275162206
"174";0,0145413280312532;0,0142869154612223
"175";0,0145336911569234;0,0142793583147454
"176";0,014526086695054;0,0142718502969453
"177";0,0145185707441342;0,0142644116372773
"178";0,014511114631603;0,0142570134365197
"179";0,0145036859449997;0,0142496788140499
"180";0,014496330809749;0,0142423846504905
"181";0,0144890180600235;0,0142351511752967
"182";0,014481772628485;0,0142279653838187
"183";0,0144745770622702;0,0142208330559008
"184";0,0144674488142425;0,0142137469667377
"185";0,014460350485409;0,0142067100062515
"186";0,0144533232146618;0,0141997221744422
"187";0,014446340822706;0,0141927906961152
"188";0,0144393983230092;0,014185905456543
"189";0,0144325368544635;0,0141790693456476
"190";0,0144257003185796;0,0141722823634292
"191";0,0144189236210842;0,0141655387300434
"192";0,0144121830759485;0,0141588485602177
"193";0,0144055061091005;0,0141521887345748
"194";0,0143988690345116;0,014145599712025
"195";0,0143923005247428;0,014139039588697
