Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Area_under_ROC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_area_under_ROC,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Summary,measureTreeSize,measureNumLeaves,measureNumRules
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,1,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803162045E7,1560.0,174.0,87.0,68.0,19.0,50.0,39.08045977011494,10.919540229885058,0.3313879725957879,0.228494623655914,0.46971986260257853,75.84880997209824,120.54562455218031,282.4880259117386,70893.8188505609,-70611.33082464917,1.623494401791601,457.3794764552316,-455.55697306225267,102.25140756884716,0.6596865004441752,5691.71122037748,0.7671232876712328,56.0,0.3780487804878049,31.0,0.6219512195121951,51.0,0.2328767123287671,17.0,0.6436781609195402,0.7671232876712328,0.7,0.6450099140779908,0.5612903225806452,0.23248468713160533,0.7675153128683946,0.43870967741935485,0.5423576053164485,0.5612903225806452,0.5473001508295625,0.636372338164907,0.656,0.0,0.59375,0.0,298629.0,4961868.0,686058.0,?,?,?,?
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,2,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803162045E7,1560.0,174.0,77.0,83.0,14.0,44.252873563218394,47.701149425287355,8.045977011494253,0.20474279896999817,0.2669270833333333,0.5087984552409289,87.2055376479628,130.56601851752683,283.7116461379822,87003.52606881167,-86719.81442267369,1.6305267019424263,543.7720379300729,-541.9988401417106,70.55408535211971,0.4409630334507482,3927.314926904509,0.6296296296296297,51.0,0.43037974683544306,34.0,0.569620253164557,45.0,0.37037037037037035,30.0,0.6,0.6296296296296297,0.6144578313253012,0.6041639127561137,0.48125,0.27975847146767757,0.7202415285323225,0.51875,0.4723423283705541,0.48125,0.47521314141110016,0.5952359493345047,0.548,0.0,0.515625,0.0,297917.0,4961868.0,686058.0,?,?,?,?
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,3,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803162045E7,1560.0,174.0,93.0,67.0,14.0,53.44827586206897,38.50574712643678,8.045977011494253,0.3590050227218369,0.236328125,0.4647106047644658,77.15415696942071,119.16731703905924,283.22391922847885,68760.97352778864,-68477.74960856016,1.6277236737268899,429.756084548679,-427.985935053501,100.57354031918887,0.6285846269949305,5598.314600436049,0.7125,57.0,0.375,30.0,0.625,50.0,0.2875,23.0,0.6551724137931034,0.7125,0.6826347305389221,0.6490416391275612,0.58125,0.23348124634586545,0.7665187536541346,0.41875,0.5762878977178078,0.58125,0.571807608760004,0.6479278055655827,0.532,0.0,0.53125,0.0,301749.0,4961868.0,686058.0,?,?,?,?
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,4,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803162045E7,1560.0,174.0,83.0,75.0,16.0,47.701149425287355,43.10344827586207,9.195402298850574,0.25761182809171784,0.245912447257384,0.48508342745436434,81.6416124763151,125.70819844331517,278.14548700605513,76269.9427344116,-75991.79724740554,1.5985372816439951,482.72115654690884,-480.960742072187,82.10294626569686,0.5196389004158029,4570.169463651373,0.7283950617283951,59.0,0.37662337662337664,29.0,0.6233766233766234,48.0,0.2716049382716049,22.0,0.6704545454545454,0.7283950617283951,0.6982248520710058,0.6707204230006609,0.5253164556962026,0.25321805720015433,0.7467819427998457,0.47468354430379744,0.5079696147734123,0.5253164556962026,0.5138465108461643,0.6297441618715074,0.514,0.0,0.515625,0.0,291647.0,4961868.0,686058.0,?,?,?,?
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,5,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803162045E7,1561.0,173.0,82.0,70.0,21.0,47.39884393063584,40.46242774566474,12.138728323699421,0.30013813063211214,0.2372306969346443,0.4783316551820453,80.37067050599433,124.4432417407298,273.8479854917301,71970.27075544289,-71696.42276995117,1.5829363323221395,473.48862339107166,-471.6869919075735,90.80902350128802,0.5974277861926843,5052.736577719732,0.7162162162162162,53.0,0.3717948717948718,29.0,0.6282051282051282,49.0,0.28378378378378377,21.0,0.6463414634146342,0.7162162162162162,0.6794871794871794,0.6372994652406417,0.5394736842105263,0.2366073989806047,0.7633926010193953,0.4605263157894737,0.5306902033614095,0.5394736842105263,0.5322469955665456,0.6307644055746617,0.517,0.0,0.515625,0.0,294487.0,4964953.0,682973.0,?,?,?,?
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,6,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803162045E7,1561.0,173.0,75.0,87.0,11.0,43.35260115606936,50.28901734104046,6.358381502890174,0.17780889044452225,0.2840534979423868,0.5212329742476705,91.166296380203,132.63247590201703,286.6137039969694,92376.49185309633,-92089.87814909936,1.656726612699245,570.2252583524465,-568.4560379574034,58.488153279036375,0.3610379832039282,3254.005572779177,0.6097560975609756,50.0,0.4375,35.0,0.5625,45.0,0.3902439024390244,32.0,0.5882352941176471,0.6097560975609756,0.5988023952095809,0.5808823529411765,0.46296296296296297,0.2881362897453628,0.7118637102546372,0.5370370370370371,0.4580015116151472,0.46296296296296297,0.46029717630266537,0.572634742454059,0.516,0.0,0.5,0.0,295160.0,4964953.0,682973.0,?,?,?,?
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,7,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803162045E7,1561.0,173.0,77.0,83.0,13.0,44.50867052023121,47.97687861271676,7.514450867052023,0.20221074131923586,0.27408854166666663,0.5114201445349128,88.8773006929059,130.664324493358,283.86220409517114,88079.20414071679,-87795.34193662161,1.6408219889894284,550.49502587948,-548.720887103885,65.51875890779164,0.4094922431736977,3645.155380276726,0.65,52.0,0.425,34.0,0.575,46.0,0.35,28.0,0.6046511627906976,0.65,0.6265060240963854,0.6084224598930481,0.48125,0.27835046392577184,0.7216495360742281,0.51875,0.47471037402207694,0.48125,0.4760838535060217,0.5879563732076099,0.563,0.0,0.515625,0.0,293821.0,4964953.0,682973.0,?,?,?,?
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,8,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803162045E7,1561.0,173.0,84.0,75.0,14.0,48.554913294797686,43.35260115606936,8.092485549132949,0.27897696354072193,0.24646226415094338,0.488517926130601,79.76764356248964,124.18412964235837,286.6235834384475,79484.67807190512,-79198.05448846667,1.6567837192973844,499.9036356723592,-498.10097162557656,88.95268444300326,0.5594508455534797,4948.908704815395,0.7272727272727273,56.0,0.3902439024390244,32.0,0.6097560975609756,50.0,0.2727272727272727,21.0,0.6363636363636364,0.7272727272727273,0.6787878787878787,0.6326203208556149,0.5283018867924528,0.24789229779537708,0.752107702204623,0.4716981132075472,0.5074213836477987,0.5283018867924528,0.514915855561842,0.617567083765765,0.5,0.0,0.484375,0.0,300375.0,4964953.0,682973.0,?,?,?,?
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,9,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803162045E7,1561.0,173.0,87.0,73.0,13.0,50.28901734104046,42.19653179190752,7.514450867052023,0.3177171563759565,0.24296875,0.48221404162927944,78.14420619706337,122.15451975081588,288.1869106480729,76269.12553088208,-75980.93862023401,1.6658202927634271,476.682034568013,-474.88086637646256,95.26571323575182,0.5954107077234488,5303.722841784069,0.7012987012987013,54.0,0.3373493975903614,28.0,0.6626506024096386,55.0,0.2987012987012987,23.0,0.6585365853658537,0.7012987012987013,0.6792452830188679,0.6490101658640984,0.54375,0.22236789140554455,0.7776321085944555,0.45625,0.5353630393996248,0.54375,0.5362319310099253,0.637737271993748,0.489,0.0,0.484375,0.0,294172.0,4964953.0,682973.0,?,?,?,?
P1Mario-data-training-T3Original-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last,1,10,weka.classifiers.trees.Id3,'',-2693678647096322561,2.01803162045E7,1561.0,173.0,98.0,67.0,8.0,56.64739884393064,38.72832369942196,4.624277456647399,0.3982363507702357,0.21386151727060815,0.4516402898581199,66.58494643303,112.4718344044916,298.2941962766661,70892.83794324189,-70594.54374696522,1.724243909113677,429.65356329237505,-427.8457196785771,123.08386400326512,0.7459628121410007,6852.441227765605,0.7088607594936709,56.0,0.27906976744186046,24.0,0.7209302325581395,62.0,0.2911392405063291,23.0,0.7,0.7088607594936709,0.7044025157232704,0.6942215088282504,0.593939393939394,0.19147511365363626,0.8085248863463638,0.40606060606060607,0.5925974025974027,0.593939393939394,0.5931731884293888,0.6851509236976204,0.506,0.001,0.515625,0.0,301272.0,4964953.0,682973.0,?,?,?,?
