meanBlue,meanRed,sdBlue,skewnessBlue,dfRG,dfRB,dfGB,entropyBlue,energyBlue,contrastBlue,homogeneityBlue,coverage,clase
0.627531,0.886368,0.85498,0.526094,0.946014,0.897904,0.679292,0.385265,0.183248,0.023875,0.61689,0.980755,nube
0.295624,0.501579,0.646369,0.779983,0.629258,0.765193,0.75895,0.587986,0.258959,0.038583,0.52425,0.379169,multinube
0.696146,0.556711,0.878435,0.481837,0.382915,0.321581,0.208627,0.626821,0.13853,1,0.012101,0.032183,nube
0.462599,0.657801,0.5832,0.591309,0.706324,0.776839,0.702441,0.626792,0.444143,0.013187,0.745999,0.297835,nube
0.455574,0.635336,0.628167,0.704911,0.766198,0.752901,0.599206,0.704594,0.535498,0.008215,0.792209,0.270269,nube
0.398978,0.323884,0.415422,0.360345,0.395716,0.367549,0.278442,0.54783,0.296474,0.042676,0.468344,0.018139,nube
0.286174,0.55952,0.172643,0.301109,0.823792,0.863067,0.739472,0.720304,0.590398,0.030093,0.545996,0.516871,nube
0.579338,0.658555,0.560753,0.297545,0.746698,0.624945,0.388652,0.433631,0.148747,0.152926,0.209276,0.161368,multinube
0.662479,0.427628,0.530991,0.19224,0.212043,0.175254,0.117169,0.496156,0.210383,0.08423,0.335126,0.009102,multinube
0.418723,0.539353,0.533563,0.680927,0.731464,0.659583,0.466266,0.434446,0.249662,0.021677,0.637614,0.200767,nube
0.453373,0.597025,0.710376,0.634462,0.697512,0.69926,0.571756,0.432551,0.088403,0.241571,0.166877,0.414797,multinube
0.586172,0.883751,0.399321,0.186856,0.871146,0.948252,0.845099,0.589404,0.342145,0.016634,0.674762,0.977375,nube
0.100551,0.330132,0.061052,0.364797,0.69371,0.767909,0.699057,0.81213,0.577605,0.006679,0.852382,0.117353,nube
0.362549,0.618874,0.525835,0.55156,0.781849,0.850538,0.759092,0.511847,0.159736,0.093108,0.279637,0.501203,multinube
0.291322,0.22633,0.561357,0.685007,0.292228,0.364716,0.377359,0.542973,0.267646,0.020641,0.645041,0.054613,nube
0.418223,0.266232,0.618229,0.50045,0.177763,0.257263,0.299132,0.389926,0.255334,0.039258,0.610465,0.087381,nube
0.294756,0.23255,0.598806,0.783122,0.374787,0.369393,0.302793,0.593884,0.218242,0.060365,0.519667,0.074442,nube
0.350452,0.198234,0.463578,0.679239,0.327596,0.245761,0.12785,0.53114,0.31145,0.005847,0.804091,0.00078,cieloDespejado
0.225477,0.018431,0.470502,0.642088,0.09458,0.144274,0.179507,0.609934,0.30829,0.00343,0.849806,0.031988,cieloDespejado
0.39651,0.325018,0.637629,0.582466,0.326163,0.372458,0.357177,0.398922,0.281128,0.133585,0.457775,0.14934,nube
0.368622,0.590231,0.570965,0.529766,0.738715,0.800317,0.712114,0.685039,0.212148,0.118264,0.337424,0.538912,nube
0.697204,0.951372,0.628792,0.189491,0.804052,0.902495,0.830231,0.475905,0.220459,0.028645,0.587772,0.996034,nube
0.297985,0.609835,0.495209,0.575123,0.78085,0.921822,0.888315,0.84309,0.553023,0.03092,0.682841,0.775502,nube
0.39814,0.641884,0.505266,0.565553,0.786795,0.837839,0.731281,0.568895,0.342608,0.022884,0.571405,0.400429,nube
0.452651,0.768645,0.485291,0.316374,0.819092,0.953422,0.906717,0.869738,0.627855,0.000275,1,0.999285,nube
0.385854,0.543304,0.758268,0.802323,0.640243,0.708493,0.645924,0.597205,0.392795,0.025046,0.639706,0.274755,multinube
0.473282,0.396292,0.549684,0.461768,0.346481,0.376995,0.344917,0.527145,0.217614,0.025426,0.559093,0.108055,multinube
0.647048,0.903621,0.43778,0.090572,0.866401,0.897779,0.759084,0.510792,0.269537,0.037874,0.487563,0.952344,nube
0.298715,0.12525,0.465877,0.724532,0.239939,0.205889,0.144234,0.520519,0.266453,0.006247,0.778989,0.010532,cieloDespejado
0.393793,0.273855,0.635014,0.643146,0.289471,0.30053,0.264681,0.535409,0.282038,0.011187,0.746926,0.025616,nube
0.356834,0.520214,0.566527,0.757714,0.756947,0.712461,0.535764,0.488438,0.108972,0.180526,0.20268,0.398219,nube
0.228989,0.521036,0.47828,0.787664,0.808718,0.881237,0.787306,0.530963,0.095328,0.069677,0.365626,0.578701,multinube
0.325718,0.300702,0.618655,0.702854,0.341358,0.429366,0.444264,0.668395,0.413419,0.003715,0.845077,0.081854,nube
0.571743,0.792973,0.724702,0.533481,0.762259,0.833225,0.747642,0.397259,0.14973,0.049645,0.472562,0.592159,multinube
0.362192,0.387543,0.404839,0.551242,0.554972,0.50969,0.374044,0.557284,0.18655,0.089702,0.393866,0.19108,nube
0.25227,0.456224,0.440429,0.745058,0.715533,0.755096,0.654075,0.551802,0.153635,0.045571,0.515432,0.300501,multinube
0.428622,0.714474,0.432051,0.446997,0.838906,0.90499,0.799688,0.49623,0.177976,0.096416,0.271421,0.756973,multinube
0.306422,0.543846,0.511757,0.73564,0.767707,0.813402,0.706511,0.435876,0.044652,0.142942,0.22972,0.489565,nube
0.097376,0.409423,0.244374,0.765786,0.77015,0.889059,0.840138,0.451757,0.115811,0.179937,0.20058,0.450556,nube
0.214941,0.062988,0.482052,0.72323,0.217107,0.223824,0.199442,0.639136,0.29284,0.00822,0.745445,0.04057,nube
0.269442,0.117228,0.317493,0.582604,0.331733,0.23242,0.099695,0.568265,0.263652,0.014654,0.707278,0.007282,nube
0.679407,0.427666,0.657941,0.308345,0.173295,0.153123,0.116307,0.483518,0.198595,0.01393,0.693443,0.040635,nube
0.344866,0.498679,0.780465,0.820906,0.579591,0.696374,0.685084,0.714907,0.381175,0.045473,0.575503,0.274299,multinube
0.266791,0.507728,0.508126,0.822314,0.784628,0.812056,0.687083,0.510162,0.107486,0.090892,0.372833,0.577726,nube
0.367293,0.331254,0.466472,0.627994,0.485408,0.419953,0.282554,0.441754,0.085603,0.092333,0.380911,0.10552,nube
0.248124,0.241231,0.516156,0.846014,0.461525,0.443319,0.348585,0.544082,0.252136,0.060144,0.457817,0.067356,nube
0.479374,0.783229,0.475607,0.43735,0.975512,0.939914,0.725206,0.360806,0.121786,0.019321,0.647357,0.976009,nube
0.535442,0.823179,0.367302,0.206681,0.910081,0.925372,0.764812,0.588207,0.335948,0.012885,0.724787,0.804564,nube
0.269364,0.406058,0.606794,0.89684,0.639571,0.658675,0.556993,0.810139,0.369091,0.038939,0.589716,0.227553,multinube
0.403835,0.651219,0.688228,0.652702,0.759967,0.844148,0.769593,0.520968,0.247093,0.054878,0.429375,0.55328,multinube
0.382134,0.148592,0.401186,0.524182,0.243942,0.130992,0.005496,0.517131,0.251121,0.008922,0.768502,0.004551,cieloDespejado
0.515426,0.538143,0.599601,0.408854,0.48226,0.531052,0.485548,0.510166,0.190116,0.148831,0.268763,0.166114,nube
0.320683,0.521528,0.525797,0.744044,0.692467,0.761781,0.689283,0.337485,0.098122,0.063837,0.37767,0.310058,nube
0.357974,0.301939,0.706885,0.717682,0.287033,0.388914,0.426105,0.517451,0.394665,0.127888,0.641131,0.12704,multinube
0.672056,0.442004,0.66627,0.345602,0.305032,0.183913,0.039284,0.508402,0.057075,0.699063,0.012667,0.003576,nube
0.442766,0.262626,0.645499,0.527461,0.223682,0.219775,0.18555,0.467027,0.182566,0.028005,0.584666,0.058124,nube
0.343535,0.570324,0.597565,0.794916,0.798048,0.803826,0.658791,0.499531,0.108481,0.088122,0.352788,0.490995,nube
0.162311,0.022119,0.23098,0.646928,0.330718,0.232506,0.10087,0.583603,0.307178,0.005658,0.795613,0,cieloDespejado
0.291953,0.330268,0.586775,0.823246,0.507914,0.517243,0.434927,0.559881,0.296751,0.007928,0.802608,0.079189,nube
0.443153,0.716045,0.308337,0.274817,0.86773,0.888261,0.740629,0.541921,0.270048,0.032692,0.535722,0.768871,nube
0.564596,0.536766,0.701946,0.475711,0.511852,0.464574,0.336235,0.554793,0.312239,0.012772,0.723497,0.135232,nube
0.77396,0.506088,0.717723,0.204116,0.133776,0.144901,0.141239,0.489737,0.264847,0.025674,0.593079,0.052792,nube
0.278009,0.518914,0.46343,0.771102,0.798447,0.813858,0.676435,0.500227,0.059612,0.133433,0.208117,0.527859,nube
0.242898,0.483725,0.397163,0.760325,0.803659,0.807955,0.66058,0.600148,0.120399,0.169165,0.229484,0.529289,nube
0.583194,0.767028,0.762571,0.406104,0.733066,0.779936,0.681133,0.084998,0.115405,0.216616,0.303264,0.540277,multinube
0.285561,0.378941,0.356294,0.527949,0.569741,0.597435,0.517026,0.517473,0.268154,0.075466,0.413469,0.108966,multinube
0.411507,0.586234,0.789754,0.738585,0.655275,0.73821,0.684267,0.615896,0.372871,0.03447,0.559921,0.292569,multinube
0.269686,0.562422,0.203106,0.321868,0.766079,0.888959,0.84405,0.857419,0.605773,0.006345,0.836853,0.588128,nube
0.262708,0.220835,0.464821,0.776685,0.466504,0.394112,0.255073,0.56094,0.178613,0.079028,0.529332,0.088031,nube
0.609322,0.845705,0.515008,0.311554,0.842049,0.861773,0.718797,0.499,0.159718,0.327232,0.105755,0.833886,nube
0.378649,0.642946,0.521362,0.721285,0.891491,0.864954,0.674824,0.542676,0.209896,0.084971,0.337295,0.638905,multinube
0.614252,0.705248,0.668142,0.377787,0.619382,0.648077,0.558222,0.438315,0.208055,0.178327,0.261448,0.260971,nube
0.339784,0.266053,0.475472,0.691424,0.419136,0.359807,0.240979,0.533542,0.151001,0.069454,0.510431,0.050647,nube
0.365633,0.342404,0.675489,0.78824,0.455871,0.438579,0.345742,0.670765,0.235608,0.058576,0.550654,0.183798,nube
0.700282,0.765136,0.607162,0.302492,0.680736,0.623681,0.452676,0.574066,0.647405,0.044784,0.550498,0.212925,nube
0.374569,0.66456,0.515316,0.422731,0.810672,0.90219,0.82303,0.561667,0.201069,0.030802,0.556042,0.824784,nube
0.339291,0.447153,0.720391,0.771164,0.556377,0.627656,0.584816,0.710075,0.340971,0.041712,0.549082,0.377414,nube
0.105617,0.113446,0.124997,0.548628,0.418286,0.441562,0.388883,0.593317,0.301733,0.024167,0.632442,0.007737,nube
0.557766,0.759418,0.449767,0.320355,0.8393,0.802036,0.614112,0.7345,0.600296,0.021868,0.699731,0.434367,multinube
0.335969,0.234265,0.25709,0.366502,0.269825,0.317905,0.315678,0.588056,0.282907,0.02306,0.649992,0.007802,nube
0.63061,0.87501,0.669163,0.232117,0.814625,0.877112,0.773949,0.52446,0.164749,0.357038,0.09357,0.964242,nube
0.426214,0.61622,0.414424,0.459225,0.677991,0.763178,0.706346,0.433712,0.21414,0.049608,0.444139,0.327287,nube
0.419793,0.551928,0.671398,0.64867,0.629843,0.676733,0.599251,0.733967,0.457735,0.004454,0.871099,0.164879,nube
0.629068,0.279167,0.671726,0.342468,0,0,0.015062,0.54071,0.24227,0.005455,0.809518,0.027892,cieloDespejado
0.434397,0.653545,0.548314,0.611449,0.784366,0.807523,0.679193,0.538703,0.269938,0.037037,0.53455,0.479358,nube
0.376657,0.591649,0.736082,0.678896,0.649784,0.791877,0.786315,0.294622,0.201953,0.045127,0.631493,0.398024,multinube
0.377818,0.575529,0.544612,0.708724,0.697577,0.766571,0.692763,0.555687,0.142908,0.2541,0.182431,0.441779,multinube
0.409993,0.281531,0.577993,0.712059,0.320172,0.290623,0.216004,0.495811,0.308055,0.008748,0.781667,0.007867,cieloDespejado
0.285355,0.551639,0.169335,0.307196,0.783553,0.852512,0.760931,0.664828,0.519138,0.033712,0.520086,0.443664,nube
0.318332,0.15006,0.385977,0.640782,0.311246,0.216783,0.09216,0.50508,0.254604,0.009857,0.730412,0.00065,cieloDespejado
0.476718,0.784609,0.525009,0.552623,0.890479,0.945432,0.820596,0.547962,0.265983,0.038649,0.576572,0.992913,nube
0.187808,0.046134,0.170848,0.450708,0.338469,0.23452,0.096703,0.717336,0.399576,0.001833,0.921473,0.003381,cieloDespejado
0.240455,0.3666,0.802589,0.982367,0.649093,0.638346,0.510857,0.561814,0.217641,0.044668,0.534067,0.332943,nube
0.610389,0.463044,0.61446,0.330745,0.320898,0.29578,0.224551,0.535989,0.282287,0.018614,0.664871,0.068916,nube
0.321031,0.177246,0.37585,0.631983,0.371988,0.253357,0.096896,0.599999,0.274093,0.014374,0.659832,0.013913,nube
0.402162,0.181288,0.580557,0.618172,0.190351,0.152983,0.098913,0.572912,0.300625,0.006996,0.827319,0.020545,cieloDespejado
0.243349,0.184129,0.472341,0.733074,0.341775,0.365329,0.328663,0.560854,0.22573,0.034642,0.52338,0.040374,nube
0.564598,0.66904,0.671162,0.534537,0.713922,0.659735,0.48417,0.490448,0.299556,0.055524,0.485336,0.207399,nube
0.328395,0.384353,0.80075,0.825942,0.424482,0.549279,0.576404,0.398997,0.357403,0.142591,0.551902,0.188804,multinube
0.339213,0.651209,0.616349,0.765488,0.854704,0.928831,0.826692,0.401836,0.030791,0.100563,0.315654,0.797412,nube
0.552619,0.361926,0.702968,0.466241,0.254308,0.222305,0.15932,0.588028,0.247751,0.046172,0.553964,0.076718,nube
0.362387,0.505606,0.754054,0.788064,0.621583,0.68363,0.619957,0.58503,0.243494,0.054665,0.570486,0.299395,multinube
0.62672,0.587031,0.655946,0.384061,0.455083,0.457313,0.380231,0.579993,0.392475,0.017324,0.707709,0.131916,nube
0.244192,0.44455,0.631023,0.842429,0.656901,0.748459,0.701068,0.448161,0.164845,0.020734,0.618108,0.373903,nube
0.497223,0.632193,0.631798,0.581111,0.724974,0.693675,0.53411,0.514467,0.160934,0.181262,0.280205,0.605552,nube
0.474815,0.294738,0.630485,0.433896,0.109031,0.225148,0.310448,0.527392,0.173844,0.038789,0.513145,0.053768,nube
0.120716,0.080904,0.393046,0.787206,0.335111,0.373758,0.350522,0.758731,0.353757,0.027463,0.738016,0.047266,nube
0.350555,0.571117,0.703591,0.706348,0.666292,0.795795,0.776771,0.482452,0.061043,0.206624,0.175813,0.477082,multinube
0.319815,0.361999,0.518131,0.789849,0.581016,0.527542,0.379979,0.486793,0.260042,0.022413,0.639327,0.027697,nube
0.566337,0.450426,0.668342,0.378592,0.30408,0.334902,0.311822,0.389632,0.165629,0.058586,0.455932,0.049737,nube
0.539892,0.482374,0.898858,0.59893,0.359611,0.4167,0.403138,0.672616,0.291467,0.182965,0.4152,0.289903,nube
0.375307,0.615256,0.642662,0.779724,0.798038,0.828479,0.703144,0.686184,0.475131,0.01077,0.753371,0.331578,nube
0.15541,0.303449,0.322601,0.765733,0.607285,0.656637,0.585777,0.635073,0.233826,0.117584,0.340834,0.252519,nube
0.541604,0.275049,0.633725,0.505461,0.166959,0.10856,0.042522,0.552695,0.255224,0.003656,0.845406,0.045901,cieloDespejado
0.378864,0.350166,0.456311,0.600979,0.500949,0.432691,0.289844,0.409791,0.136639,0.072101,0.382479,0.038879,nube
0.558465,0.829027,0.603816,0.226357,0.702523,0.903824,0.934666,0.407104,0.351735,0.086377,0.545616,0.975229,multinube
0.425926,0.531181,0.715163,0.751978,0.621627,0.638086,0.537994,0.662866,0.364926,0.106287,0.43102,0.21195,multinube
0.445586,0.565722,0.527955,0.57117,0.693983,0.66328,0.510588,0.497992,0.250865,0.014266,0.676991,0.081984,nube
0.253358,0.570424,0.536577,0.774115,0.798064,0.922166,0.871632,0.678961,0.484622,0.022479,0.599006,0.656459,multinube
0.333691,0.572779,0.682338,0.812727,0.793145,0.820351,0.693443,0.486488,0.189792,0.064222,0.390245,0.397763,multinube
0.435699,0.531344,0.475251,0.529892,0.670935,0.625515,0.465825,0.551829,0.123736,0.176659,0.287232,0.36038,multinube
0.557649,0.343237,0.59592,0.399855,0.125306,0.188138,0.227521,0.477647,0.212422,0.009226,0.723426,0.023991,cieloDespejado
0.385164,0.569708,0.61148,0.634075,0.703452,0.748355,0.654094,0.57404,0.304447,0.022268,0.618846,0.269748,multinube
0.273042,0.255754,0.510044,0.735739,0.357162,0.432089,0.433279,0.638271,0.378446,0.002037,0.88013,0.051687,cieloDespejado
0.35035,0.228728,0.374038,0.558526,0.41421,0.290887,0.121965,0.566014,0.217371,0.036134,0.563308,0.019895,nube
0.297985,0.435397,0.635621,0.72011,0.579481,0.66445,0.627774,0.636039,0.156027,0.083303,0.387711,0.416358,nube
0.376137,0.465525,0.697894,0.813919,0.618909,0.606469,0.483858,0.568628,0.314913,0.010819,0.756673,0.180027,nube
0.590935,0.766919,0.741064,0.404209,0.68212,0.769629,0.713798,0.518537,0.178191,0.244027,0.168511,0.456342,nube
0.361132,0.712941,0.388001,0.493517,0.92254,0.991186,0.870668,0.650003,0.314339,0.018067,0.689954,0.997659,nube
0.286685,0.557485,0.489629,0.664584,0.760079,0.859394,0.796903,0.43928,0.097976,0.049684,0.402241,0.627527,nube
0.363509,0.335225,0.692897,0.804165,0.427733,0.43077,0.359978,0.63185,0.264385,0.048538,0.50592,0.114817,nube
0.253399,0.07696,0.452562,0.698828,0.216213,0.194034,0.146758,0.589068,0.282992,0.009283,0.753478,0.02139,nube
0.272207,0.425019,0.661305,0.886622,0.61515,0.682925,0.625155,0.652374,0.385908,0.019247,0.704291,0.120343,multinube
0.561996,0.712249,0.579844,0.39021,0.775836,0.726897,0.542746,0.466062,0.158399,0.285518,0.181102,0.484624,nube
0.421337,0.607105,0.434776,0.376234,0.709022,0.756121,0.662463,0.483729,0.269589,0.031786,0.503993,0.351343,nube
0.06619,0,0.079889,0.402333,0.310114,0.325854,0.289482,0.837934,0.508651,0.002083,0.931537,0.011053,nube
0.302692,0.532824,0.50161,0.696445,0.769143,0.802029,0.684611,0.513765,0.118956,0.165762,0.306501,0.61862,nube
0.454652,0.533248,0.672326,0.645985,0.632906,0.603484,0.46442,0.446033,0.210412,0.053531,0.454125,0.166959,nube
0.461311,0.555875,0.465784,0.5257,0.657263,0.62814,0.484289,0.590967,0.279948,0.115052,0.306883,0.19238,nube
0.52065,0.628355,0.547149,0.319253,0.693486,0.657308,0.500346,0.378691,0.11946,0.074403,0.346489,0.139848,nube
0.31363,0.625873,0.336525,0.508169,0.940599,0.924981,0.733437,0.42698,0.153916,0.109291,0.337241,0.888239,nube
0.408904,0.603866,0.744271,0.771541,0.691606,0.767637,0.700681,0.585424,0.30527,0.052417,0.46637,0.40342,multinube
0.271179,0.434956,0.458581,0.660685,0.61045,0.698933,0.658673,0.470896,0.176486,0.070109,0.347707,0.206228,nube
0.681557,0.881998,0.609636,0.136254,0.769918,0.820647,0.717321,0.607882,0.34169,0.029504,0.573634,0.768871,nube
0.583179,0.762245,0.72475,0.402146,0.680043,0.772899,0.721767,0.588302,0.355214,0.013545,0.696549,0.458228,nube
0.369302,0.468894,0.718046,0.808377,0.632772,0.620399,0.494979,0.558622,0.201317,0.211964,0.301666,0.268708,nube
0.391549,0.58314,0.68304,0.749223,0.748704,0.759805,0.629207,0.40905,0.055624,0.133762,0.302926,0.494636,nube
0.514319,0.802178,0.646668,0.390492,0.784132,0.92207,0.885462,0.584061,0.28065,0.062245,0.493617,0.97679,nube
0.327407,0.433562,0.511419,0.730818,0.596253,0.62318,0.536686,0.541083,0.145331,0.205115,0.220656,0.129966,multinube
0.251609,0.583164,0.568812,0.82256,0.859493,0.943256,0.847826,0.710074,0.493394,0.009869,0.801059,0.646902,nube
0.646261,0.751554,0.498145,0.21862,0.765177,0.674446,0.459116,0.30623,0.132746,0.103914,0.289429,0.123659,multinube
0.263936,0.51561,0.449617,0.518661,0.675429,0.827427,0.824484,0.535624,0.186674,0.108586,0.31246,0.403745,multinube
0.69219,0.930296,0.762659,0.247244,0.809536,0.87797,0.780606,0.549023,0.140057,0.41265,0.065359,0.972564,nube
0.485944,0.727355,0.599152,0.637512,0.850683,0.848864,0.6869,0.634824,0.476384,0.011648,0.769542,0.420519,nube
0.273956,0.430106,0.600065,0.820956,0.664675,0.688138,0.584756,0.477247,0.134747,0.060709,0.408086,0.241792,nube
0.3421,0.421683,0.611912,0.829763,0.633205,0.586395,0.433383,0.509886,0.289137,0.028994,0.574633,0.127755,nube
0.393288,0.423453,0.656031,0.769635,0.576959,0.521916,0.373936,0.597712,0.205848,0.094929,0.501836,0.219622,nube
0.40106,0.696177,0.441033,0.356622,0.8543,0.914118,0.800634,0.461937,0.187432,0.054979,0.41451,0.948963,nube
0.195406,0.048387,0.46678,0.697934,0.148829,0.227886,0.275374,0.620474,0.342488,0.003821,0.850753,0.032573,cieloDespejado
0.445307,0.393737,0.578783,0.596842,0.421818,0.409891,0.328368,0.354702,0.108463,0.078388,0.412133,0.032118,nube
0.245263,0.171334,0.39906,0.657053,0.397734,0.343942,0.233952,0.641719,0.261349,0.020197,0.685929,0.064495,nube
0.27279,0.43852,0.547977,0.83942,0.692908,0.70208,0.581457,0.55719,0.412981,0.01527,0.727298,0.207269,multinube
0.584086,0.86078,0.691127,0.305521,0.828141,0.917093,0.832278,0.413636,0.158561,0.08424,0.369445,0.983941,nube
0.447904,0.579312,0.738317,0.577633,0.570964,0.680293,0.664832,0.429826,0.06918,0.065268,0.401288,0.5092,multinube
0.390933,0.466587,0.678765,0.746548,0.543362,0.588644,0.527726,0.488667,0.195944,0.019039,0.652962,0.137897,multinube
0.383078,0.593488,0.50054,0.479637,0.762477,0.786175,0.662794,0.451293,0.056934,0.182923,0.18572,0.535466,nube
0.605554,0.883185,0.57571,0.204195,0.785124,0.922013,0.884361,0.535002,0.275012,0.050548,0.464008,0.985827,nube
0.428523,0.672682,0.748992,0.68314,0.720496,0.843458,0.808023,0.546373,0.270815,0.051146,0.431454,0.453417,nube
0.463133,0.65882,0.687464,0.713144,0.856977,0.777643,0.552469,0.333465,0.07943,0.106945,0.290898,0.463429,multinube
0.400667,0.624778,0.461893,0.576367,0.759537,0.809287,0.707321,0.508711,0.118666,0.101093,0.311594,0.658865,multinube
0.254067,0.309271,0.664295,0.878838,0.434068,0.53592,0.542741,0.518294,0.258935,0.012892,0.716657,0.031988,nube
0.378576,0.60657,0.513608,0.546314,0.72075,0.811378,0.750067,0.532993,0.286587,0.05172,0.403147,0.363175,nube
0.503197,0.760405,0.574428,0.563158,0.927419,0.875015,0.656811,0.419718,0.097559,0.161728,0.200575,0.728886,nube
0.60285,0.81294,0.463526,0.25552,0.78918,0.821914,0.700239,0.414636,0.148358,0.282593,0.123709,0.685716,nube
0.246702,0.378426,0.692907,0.904411,0.619193,0.647608,0.557567,0.565764,0.120452,0.073559,0.448914,0.315974,nube
0.380169,0.385032,0.403076,0.410308,0.459545,0.482422,0.420908,0.525585,0.170113,0.230021,0.202677,0.198817,nube
0.472897,0.589408,0.710765,0.608038,0.669461,0.662432,0.533709,0.499104,0.212893,0.058216,0.432285,0.306807,multinube
0.435602,0.685642,0.506007,0.574244,0.820273,0.853301,0.725445,0.463069,0.073352,0.165109,0.198791,0.625252,nube
0.127812,0.082522,0.191219,0.397909,0.322075,0.366844,0.351189,0.789154,0.456535,0.001673,0.952891,0.021325,cieloDespejado
0.361358,0.467522,0.383179,0.555193,0.577766,0.628786,0.565351,0.577486,0.287486,0.012777,0.716699,0.058579,nube
0.447195,0.245986,0.585102,0.519302,0.186312,0.189418,0.168508,0.687404,0.271174,0.044259,0.623706,0.079384,nube
0.342124,0.610082,0.518843,0.521401,0.711738,0.864336,0.854378,0.582349,0.21691,0.069665,0.379274,0.544633,multinube
0.352248,0.548731,0.657609,0.671324,0.62693,0.760547,0.752933,0.246366,0.18976,0.358522,0.244976,0.403225,multinube
0.271352,0.257506,0.480765,0.735385,0.452395,0.436888,0.346195,0.6555,0.159528,0.181988,0.411856,0.117743,nube
0.348139,0.516698,0.861542,0.841194,0.633171,0.718669,0.671336,0.522379,0.288033,0.079912,0.35042,0.293154,nube
0.497329,0.45515,0.631074,0.467412,0.353349,0.43232,0.437526,0.528392,0.227039,0.012077,0.719499,0.087446,nube
0.163424,0.164894,0.397387,0.687076,0.383342,0.441704,0.424259,0.501831,0.193742,0.019242,0.649681,0.023666,nube
0.540565,0.828818,0.730266,0.474723,0.924219,0.926977,0.753489,0.3103,0.051449,0.061491,0.397437,0.991938,nube
0.327079,0.484797,0.653266,0.860796,0.775134,0.699204,0.493641,0.542565,0.116996,0.252279,0.209693,0.420844,nube
0.515222,0.57167,0.682874,0.499609,0.540502,0.580787,0.516468,0.457384,0.104828,0.159109,0.269622,0.285677,multinube
0.317987,0.519104,0.686486,0.823208,0.684476,0.761739,0.697238,0.560997,0.17023,0.124762,0.293211,0.264417,nube
0.531513,0.612641,0.749948,0.518655,0.540987,0.619885,0.586306,0.56637,0.355123,0.041662,0.517826,0.189975,multinube
0.472687,0.394757,0.669965,0.704521,0.351731,0.375509,0.336967,0.481335,0.176208,0.126796,0.41593,0.059424,nube
0.360978,0.629893,0.516831,0.492217,0.660804,0.868854,0.913698,0.77539,0.563952,0.003597,0.888247,0.547559,nube
0.252305,0.218943,0.34001,0.584477,0.386973,0.404956,0.354513,0.585281,0.312329,0.021627,0.697762,0.007737,nube
0.350216,0.436456,0.632164,0.788021,0.667766,0.597555,0.41872,0.479329,0.199169,0.073321,0.403912,0.184578,nube
0.323717,0.336377,0.578991,0.817339,0.516266,0.484625,0.367863,0.421427,0.221748,0.017674,0.660299,0.076588,nube
0.234759,0.497277,0.572038,0.806059,0.761604,0.838619,0.758002,0.514294,0.105628,0.098148,0.288954,0.628828,nube
0.309612,0.388285,0.663446,0.77607,0.464516,0.579699,0.590884,0.638397,0.37918,0.01341,0.714438,0.076913,nube
0.129044,0.385515,0.37564,0.830297,0.751157,0.812278,0.721123,0.440265,0.147393,0.082282,0.401153,0.368962,nube
0.724386,0.956182,0.680389,0.239827,0.89969,0.873966,0.682794,0.341728,0.141298,0.068531,0.390527,0.861127,multinube
0.704556,0.885177,0.75568,0.285449,0.824124,0.795193,0.617056,0.590669,0.096086,0.686475,0.00635,0.721605,nube
0.349131,0.399588,0.52329,0.761097,0.593442,0.54458,0.398135,0.503329,0.274801,0.012176,0.736107,0.098693,nube
0.479613,0.723477,0.651194,0.554766,0.775198,0.85144,0.7674,0.583921,0.348022,0.051276,0.461287,0.482283,nube
0.25988,0.291047,0.487479,0.837235,0.557347,0.501413,0.356769,0.68298,0.26403,0.098924,0.344245,0.075678,nube
0.374206,0.527743,0.557125,0.684884,0.695264,0.7008,0.576786,0.30712,0.065309,0.055435,0.40339,0.303036,nube
0.245624,0.178071,0.479574,0.619613,0.261872,0.353407,0.387528,0.572115,0.267609,0.017032,0.648092,0.04057,nube
0.529396,0.643873,0.79134,0.558754,0.593641,0.66874,0.621259,0.530757,0.114377,0.301776,0.229673,0.434107,nube
0.25206,0.464035,0.255914,0.546978,0.786286,0.766897,0.60419,0.476124,0.165559,0.090669,0.323275,0.277355,multinube
0.325956,0.471839,0.75962,0.942716,0.700945,0.681557,0.536465,0.590734,0.447894,0.026363,0.599028,0.217151,nube
0.544849,0.728291,0.539873,0.356057,0.805863,0.77304,0.595564,0.543332,0.162529,0.211998,0.197618,0.564918,multinube
0.249553,0.335354,0.432963,0.814449,0.633552,0.580321,0.422109,0.609439,0.179873,0.229322,0.245915,0.193095,nube
0.171785,0.479768,0.337478,0.486759,0.629233,0.895323,0.993037,0.33561,0.196965,0.042389,0.552652,0.535856,nube
0.365601,0.587312,0.511153,0.604203,0.74296,0.79997,0.707224,0.347474,0.121365,0.047667,0.425648,0.391782,nube
0.420003,0.684233,0.463213,0.57472,0.92342,0.871668,0.654809,0.512506,0.166287,0.100244,0.31924,0.604577,multinube
0.497831,0.67987,0.666754,0.624282,0.823465,0.763223,0.560214,0.461354,0.154845,0.1197,0.317774,0.487029,nube
0.310098,0.608762,0.457041,0.683308,0.914782,0.904364,0.722302,0.621172,0.298647,0.014575,0.742486,0.651973,nube
0.560463,0.37086,0.566442,0.357256,0.203217,0.225206,0.215888,0.420321,0.20618,0.066006,0.377504,0.049152,nube
0.2694,0.172926,0.528974,0.778221,0.315118,0.314654,0.264308,0.560063,0.25801,0.009955,0.730576,0.049412,nube
